feature,mean_abs_shap
Q21_SIGNATURE_ORGANIZATIONAL_FAILURE|TECHNICAL_FAILURE|UNCLEAR|coverage__DISCUSSED|status__DISCUSSED,0.0
"ORGANIZATION_SIZE_TIER_SME, NOT_APPLICABLE",0.0
Q21_SIGNATURE_SYSTEM_MALFUNCTION|TECHNICAL_FAILURE|coverage__DISCUSSED|status__DISCUSSED,0.0
"ORGANIZATION_SIZE_TIER_SME, NON_PROFIT",0.0
Q21_SIGNATURE_coverage__NOT_MENTIONED|status__NOT_MENTIONED,0.0
Q25_SIGNATURE_ARTICLE_10_CRIMINAL|ARTICLE_9_SPECIAL_CATEGORY|coverage__DISCUSSED|status__DISCUSSED,0.0
Q25_SIGNATURE_ARTICLE_10_CRIMINAL|coverage__DISCUSSED|status__DISCUSSED,0.0
Q25_SIGNATURE_ARTICLE_9_SPECIAL_CATEGORY|coverage__DISCUSSED|status__DISCUSSED,0.0
"ORGANIZATION_SIZE_TIER_PUBLIC_SECTOR_BODY,NOT_MENTIONED",0.0
Q25_SIGNATURE_NOT_APPLICABLE|status__NOT_APPLICABLE,0.0
"ORGANIZATION_SIZE_TIER_PUBLIC_SECTOR_BODY,NON_PROFIT,SME",0.0
Q25_SIGNATURE_NOT_MENTIONED|coverage__NOT_MENTIONED|status__NOT_MENTIONED,0.0
"ORGANIZATION_SIZE_TIER_PUBLIC_SECTOR_BODY,NON_PROFIT",0.0
"ORGANIZATION_SIZE_TIER_PUBLIC_SECTOR_BODY, SME",0.0
"ORGANIZATION_SIZE_TIER_PUBLIC_SECTOR_BODY, NOT_MENTIONED",0.0
Q46_SIGNATURE_CHILDREN|ELDERLY|FINANCIALLY_VULNERABLE|PATIENTS|coverage__DISCUSSED|status__DISCUSSED,0.0
Q21_SIGNATURE_HUMAN_ERROR|TECHNICAL_FAILURE|coverage__DISCUSSED|status__DISCUSSED,0.0
Q21_SIGNATURE_HUMAN_ERROR|ORGANIZATIONAL_FAILURE|TECHNICAL_FAILURE|coverage__DISCUSSED|status__DISCUSSED,0.0
