outcome,observed_stat,perm_mean,perm_std,pvalue
fine_positive,2.574179035250464,2.1279200164914447,0.1692598621519214,0.09090909090909091
fine_log1p,125.66419762012553,103.21166452804292,4.671151297150693,0.09090909090909091
