jurisdiction,effect,std_err,tvalue,pvalue,n_obs,dataset,outcome,level,ci_lower,ci_upper,pvalue_fdr
IS,-0.32211850097114425,0.20464469742715205,-1.5740378569340145,0.11547869767689911,1761,full,fine_positive,Country,-0.7232221079283623,0.07898510598607378,0.13161545892432608
IT,-0.041067412120040836,0.016587681382426698,-2.4757777276544766,0.013294631664761365,1761,full,fine_positive,Country,-0.07357926762959716,-0.008555556610484509,0.015953557997713638
LT,-0.11111111111110822,0.030510008930388126,-3.641792153015104,0.0002707466336101618,1761,full,fine_positive,Country,-0.17091072861466894,-0.05131149360754749,0.0003381094324031207
LU,0.041666666666669405,0.0012385520063942167,33.64143487843771,4.160358442656498e-248,1761,full,fine_positive,Country,0.03923910473413674,0.04409422859920207,5.61164627149016e-248
LV,-0.32499999999999735,0.21382104714172995,-1.5199626245613376,0.12852036944654996,1761,full,fine_positive,Country,-0.744089252397788,0.09408925239779337,0.14616042015489997
MT,-0.5999999999999968,0.14827864340168675,-4.046435725572408,5.200339493032202e-05,1761,full,fine_positive,Country,-0.8906261410673029,-0.3093738589326907,6.572826187319151e-05
NL,0.09062500000000273,0.03746270104050177,2.419072770594571,0.015560127007042951,1761,full,fine_positive,Country,0.01719810596061927,0.1640518940393862,0.01850201890131303
NO,-0.2815972222222198,0.1773199348513154,-1.5880742481568244,0.11226955068158155,1761,full,fine_positive,Country,-0.6291442945307979,0.0659498500863584,0.12823786751813035
PL,0.059335839599000184,0.16375336913325975,0.3623488170842682,0.7170913823565068,1761,full,fine_positive,Country,-0.2616207639021889,0.3802924431001893,0.722628767548449
PT,-0.1666666666666634,0.019816832102555727,-8.410358719503348,4.08758653037928e-17,1761,full,fine_positive,Country,-0.20550765758767264,-0.12782567574565418,5.3746099971233864e-17
RO,0.13104343953316971,0.08673061305688688,1.5109248616427733,0.13080759576731285,1761,full,fine_positive,Country,-0.038948562058328584,0.301035441124668,0.14843818476203763
SE,-0.2850740296118418,0.07932298539999674,-3.593838887610167,0.0003258413651428482,1761,full,fine_positive,Country,-0.4405470809958354,-0.1296009782278482,0.0004059407938056486
SI,-0.42628205128204844,0.08196952770985043,-5.200494173773571,1.9875934995135022e-07,1761,full,fine_positive,Country,-0.5869423255933552,-0.26562177697074163,2.574500761156447e-07
A.N.S.P.D.C.P,0.00547445255474228,2.3158415858100295e-15,2363914953546.98,0.0,1804,full,fine_positive,DPA,0.005474452554737741,0.005474452554746819,0.0
A.N.S.P.D.C.P.,0.24456521739130505,8.37501255310294e-16,292017732320524.94,0.0,1804,full,fine_positive,DPA,0.2445652173913034,0.24456521739130668,0.0
ANSPDCP,3.662868619525028e-15,3.7769422307602605e-15,0.9697973640406276,0.33214750702255513,1804,full,fine_positive,DPA,-3.739938152765082e-15,1.1065675391815139e-14,0.35176848884600925
Agencia Española de Protección de Datos,-0.4110166113893805,3.855144191799534e-16,-1066151072283298.9,0.0,1804,full,fine_positive,DPA,-0.4110166113893813,-0.4110166113893797,0.0
Autoritatea Națională de Supraveghere a Prelucrării Datelor cu Caracter Personal,-1.7827753162613647e-14,1.838267695443616e-14,-0.969812677816296,0.3321398723461717,1804,full,fine_positive,DPA,-5.3857799993308524e-14,1.820229366808123e-14,0.35176848884600925
Autoritatea Națională de Supraveghere a Prelucrării Datelor cu Caracter Personal (ANSPDCP),0.2500000000000097,1.0010103884387498e-14,24974765785390.93,0.0,1804,full,fine_positive,DPA,0.2499999999999901,0.2500000000000293,0.0
Autoriteit Persoonsgegevens,0.13764510779436395,2.5272564278484566e-15,54464242835677.0,0.0,1804,full,fine_positive,DPA,0.137645107794359,0.1376451077943689,0.0
Berlin Commissioner for Data Protection and Freedom of Information,-0.8918918918918912,6.605566092862829e-16,-1350212653016311.8,0.0,1804,full,fine_positive,DPA,-0.8918918918918926,-0.8918918918918899,0.0
Catalan Data Protection Authority,-0.7142857142857042,1.039051640146533e-14,-68744005272439.734,0.0,1804,full,fine_positive,DPA,-0.7142857142857245,-0.7142857142856839,0.0
Comissão Nacional de Proteção de Dados,-0.1818181818181816,2.485015289018446e-16,-731658201950128.9,0.0,1804,full,fine_positive,DPA,-0.1818181818181821,-0.1818181818181811,0.0
Commission Nationale de l'Informatique et des Libertés,-0.03835168660344188,1.6584535697969694e-15,-23124968526032.934,0.0,1804,full,fine_positive,DPA,-0.03835168660344513,-0.038351686603438635,0.0
Commission Nationale de l'Informatique et des Libertés (CNIL),-0.4430379746835449,5.411887529156416e-16,-818638547635530.6,0.0,1804,full,fine_positive,DPA,-0.44303797468354594,-0.44303797468354383,0.0
Commission nationale de l'informatique et des libertés,0.17777777777777537,2.471554789539604e-15,71929531374415.31,0.0,1804,full,fine_positive,DPA,0.1777777777777705,0.17777777777778023,0.0
Data Protection Authority,0.6593820648078417,4.4977114748575546e-15,146603904784427.0,0.0,1804,full,fine_positive,DPA,0.6593820648078329,0.6593820648078504,0.0
Data Protection Commission,-0.1188118811881175,1.35238038114494e-15,-87853892916969.17,0.0,1804,full,fine_positive,DPA,-0.11881188118812015,-0.11881188118811485,0.0
Data Protection Commission of Ireland,-0.18750000000000155,1.561628260239769e-15,-120066986986527.27,0.0,1804,full,fine_positive,DPA,-0.1875000000000046,-0.1874999999999985,0.0
Data Protection Commissioner,-0.3333333333333336,2.562672016801588e-16,-1300725692355119.5,0.0,1804,full,fine_positive,DPA,-0.3333333333333341,-0.3333333333333331,0.0
Data State Inspections,0.4999999999999982,1.850818678802673e-15,270150720719685.5,0.0,1804,full,fine_positive,DPA,0.4999999999999946,0.5000000000000019,0.0
Data State Inspectorate,-0.35495716034271635,1.0107097577492888e-15,-351195936935601.56,0.0,1804,full,fine_positive,DPA,-0.35495716034271835,-0.35495716034271435,0.0
Datainspektionen,2.452031633293217e-15,2.5244305932971485e-15,0.9713206771474863,0.33138861526684604,1804,full,fine_positive,DPA,-2.4958523295691937e-15,7.399915596155627e-15,0.35176848884600925
Datatilsynet,-0.05834242093784058,2.2619003965094293e-16,-257935411426050.25,0.0,1804,full,fine_positive,DPA,-0.058342420937841026,-0.05834242093784014,0.0
Deputy Data Protection Commissioner,-0.6666666666666663,4.484676029405284e-16,-1486543648405018.5,0.0,1804,full,fine_positive,DPA,-0.6666666666666672,-0.6666666666666654,0.0
Der Landesbeauftragte für den Datenschutz und die Informationsfreiheit Baden-Württemberg,1.9402882078800587e-15,2.000548575105834e-15,0.9698780784552621,0.33210726816140734,1804,full,fine_positive,DPA,-1.9807869993273755e-15,5.861363415087493e-15,0.35176848884600925
Dutch Data Protection Authority,0.014571948998181799,3.385776750798407e-15,4303871776172.353,0.0,1804,full,fine_positive,DPA,0.014571948998175164,0.014571948998188434,0.0
Finnish Data Protection Commissioner,-1.0755285551056204e-15,1.1093176509308778e-15,-0.9695406488872655,0.3322755091358225,1804,full,fine_positive,DPA,-3.249791150930141e-15,1.0987340407189e-15,0.35176848884600925
Garante per la protezione dei dati personali,-0.05292654281966693,2.8922613000619283e-16,-182993641751987.22,0.0,1804,full,fine_positive,DPA,-0.0529265428196675,-0.05292654281966636,0.0
Greek Data Protection Authority,9.992007221626409e-16,1.030356774267951e-15,0.9697618796873094,0.33216519816765544,1804,full,fine_positive,DPA,-1.020298555402543e-15,3.0186999997278248e-15,0.35176848884600925
Guarantor for the Protection of Personal Data,0.7547169811320749,6.984221429443988e-16,1080602882878754.4,0.0,1804,full,fine_positive,DPA,0.7547169811320735,0.7547169811320762,0.0
Hamburg Commissioner for Data Protection and Freedom of Information,2.9342847596147692e-15,3.0254854051312422e-15,0.96985586333955,0.3321183428325505,1804,full,fine_positive,DPA,-2.9956666344424653e-15,8.864236153672004e-15,0.35176848884600925
Hamburg Commissioner for Data Protection and Freedom of Information (HmbBfDI),-0.07499999999999991,7.047348046087432e-17,-1064230111944572.4,0.0,1804,full,fine_positive,DPA,-0.07500000000000005,-0.07499999999999978,0.0
Hellenic Data Protection Authority,0.1428571428571426,2.533858905499208e-16,563792808459465.5,0.0,1804,full,fine_positive,DPA,0.1428571428571421,0.1428571428571431,0.0
Informacijski pooblaščenec (Information Commissioner),1.6479873021779667e-16,1.69669692928032e-16,0.9712914980502652,0.3314031413154588,1804,full,fine_positive,DPA,-1.6775386792114602e-16,4.973513283567394e-16,0.35176848884600925
Information Commissioner,-0.31478142751296506,1.2095481748760384e-15,-260247118760049.16,0.0,1804,full,fine_positive,DPA,-0.31478142751296745,-0.3147814275129627,0.0
Information Commissioner (IP),-0.7878787878787871,8.440854883629774e-16,-933411128068084.9,0.0,1804,full,fine_positive,DPA,-0.7878787878787887,-0.7878787878787854,0.0
Information Commissioner (Slovenia),-0.5397923875432554,2.931850488428634e-15,-184113204160204.2,0.0,1804,full,fine_positive,DPA,-0.5397923875432612,-0.5397923875432497,0.0
Information Commissioner of the Republic of Slovenia,-0.630931458699471,1.7964976384933328e-15,-351200828312033.7,0.0,1804,full,fine_positive,DPA,-0.6309314586994745,-0.6309314586994674,0.0
Information Commissioner's Office,0.3196517412935301,2.294611424001223e-15,139305390860531.03,0.0,1804,full,fine_positive,DPA,0.3196517412935256,0.3196517412935346,0.0
Information and Data Protection Commissioner,-0.7500000000000006,6.406680042007759e-16,-1170653123118915.2,0.0,1804,full,fine_positive,DPA,-0.7500000000000018,-0.7499999999999993,0.0
Integritetsskyddsmyndigheten,-0.42794600510762354,1.4587150050653296e-15,-293371908578165.1,0.0,1804,full,fine_positive,DPA,-0.4279460051076264,-0.42794600510762065,0.0
Integritetsskyddsmyndigheten (IMY),-0.3142068119054894,3.1763206107835067e-15,-98921629900573.42,0.0,1804,full,fine_positive,DPA,-0.3142068119054956,-0.31420681190548316,0.0
Integrity Protection Authority,-0.23720930232558118,1.6942109444393878e-16,-1400116692104556.2,0.0,1804,full,fine_positive,DPA,-0.23720930232558152,-0.23720930232558085,0.0
NOT_DISCUSSED,-2.914335439641036e-16,3.002542407381543e-16,-0.9706225738815025,0.3317362605764623,1804,full,fine_positive,DPA,-8.799318558108859e-16,2.9706476788267876e-16,0.35176848884600925
NOT_MENTIONED,-1.0685896612017132e-15,1.1025335719903986e-15,-0.96921280979462,0.3324390210638877,1804,full,fine_positive,DPA,-3.2295554623028944e-15,1.092376139899468e-15,0.35176848884600925
National Authority for Data Protection and Freedom of Information,-0.25373134328358155,6.024191681290173e-16,-421187367048123.4,0.0,1804,full,fine_positive,DPA,-0.2537313432835827,-0.2537313432835804,0.0
National Commission for Computing and Liberties,-2.0304938286308527e-15,2.0934764088940045e-15,-0.9699148363957797,0.33208894413074974,1804,full,fine_positive,DPA,-6.1337075900631014e-15,2.072719932801396e-15,0.35176848884600925
National Commission for Data Protection,0.04255319148936299,1.328590953392528e-15,32028813218021.953,0.0,1804,full,fine_positive,DPA,0.04255319148936039,0.042553191489365594,0.0
National Commission for Informatics and Freedoms,2.246466901389965e-16,2.316283023629483e-16,0.9698585528938859,0.33211700202423733,1804,full,fine_positive,DPA,-2.293447824923822e-16,6.786381627703752e-16,0.35176848884600925
National Commission for Information Technology and Civil Liberties,-0.4999999999999993,6.833792044808869e-16,-731658201949256.9,0.0,1804,full,fine_positive,DPA,-0.5000000000000007,-0.49999999999999795,0.0
National Commission for Information Technology and Freedoms,0.12149102623101715,1.0291571314606438e-16,1180490544321347.0,0.0,1804,full,fine_positive,DPA,0.12149102623101694,0.12149102623101736,0.0
National Commission for Information Technology and Liberties,-0.4067796610169475,1.6881782890356501e-15,-240957761190801.2,0.0,1804,full,fine_positive,DPA,-0.40677966101695084,-0.4067796610169442,0.0
National Data Protection and Freedom of Information Authority,-0.398437499999999,1.0577695694358222e-15,-376677030151767.2,0.0,1804,full,fine_positive,DPA,-0.39843750000000105,-0.39843749999999695,0.0
National Supervisory Authority,-0.17283372365339683,1.2495764299968585e-15,-138313847400139.7,0.0,1804,full,fine_positive,DPA,-0.17283372365339927,-0.1728337236533944,0.0
National Supervisory Authority for Personal Data Processing,0.43390000730759787,1.793535599387483e-15,241924390826577.78,0.0,1804,full,fine_positive,DPA,0.43390000730759437,0.43390000730760137,0.0
National Supervisory Authority for the Processing of Personal Data,0.12500000000000103,1.0600219178881167e-15,117922089997005.66,0.0,1804,full,fine_positive,DPA,0.12499999999999895,0.1250000000000031,0.0
Nemzeti Adatvédelmi és Információszabadság Hatóság,-0.7727272727272706,2.096731650112142e-15,-368538946166974.7,0.0,1804,full,fine_positive,DPA,-0.7727272727272747,-0.7727272727272665,0.0
Norwegian Data Inspectorate,3.062654296837053e-15,3.06096935340449e-15,1.0005504607325417,0.3170441904171931,1804,full,fine_positive,DPA,-2.9368456358357472e-15,9.062154229509852e-15,0.3491499312189342
Norwegian Data Protection Authority,-0.6912442396313347,1.64546375272494e-15,-420090833655018.2,0.0,1804,full,fine_positive,DPA,-0.691244239631338,-0.6912442396313315,0.0
Norwegian Privacy Board,-0.8163265306122447,1.8304800119966767e-16,-4459630945228408.0,0.0,1804,full,fine_positive,DPA,-0.816326530612245,-0.8163265306122444,0.0
Office of the Data Protection Commissioner,-0.08888888888888732,1.594551477122323e-15,-55745386815171.71,0.0,1804,full,fine_positive,DPA,-0.08888888888889045,-0.0888888888888842,0.0
Office of the Data Protection Officer,-1.8165156878691135e-14,1.8731276812703046e-14,-0.9697767568290923,0.3321577809181008,1804,full,fine_positive,DPA,-5.4878459431589104e-14,1.8548145674206833e-14,0.35176848884600925
Office of the Data Protection Ombudsman,2.36876490644633e-15,2.4421045994558173e-15,0.9699686520283244,0.33206211792740803,1804,full,fine_positive,DPA,-2.4177601084870713e-15,7.15528992137973e-15,0.35176848884600925
Personal Data Protection Authority,-0.25454147515867515,3.03811339265056e-15,-83782743519195.62,0.0,1804,full,fine_positive,DPA,-0.2545414751586811,-0.2545414751586692,0.0
Personal Protection Agency,-0.6202531645569623,4.19452821315703e-16,-1478719734465979.5,0.0,1804,full,fine_positive,DPA,-0.6202531645569631,-0.6202531645569616,0.0
Persónuvernd,-0.4969576595188297,1.3325231066952499e-15,-372944872041520.75,0.0,1804,full,fine_positive,DPA,-0.4969576595188323,-0.4969576595188271,0.0
Persónuvernd (Icelandic Data Protection Authority),-0.5764705882352938,1.9697400599677507e-16,-2926632807806792.5,0.0,1804,full,fine_positive,DPA,-0.5764705882352942,-0.5764705882352935,0.0
President of the Office for Personal Data Protection,-0.20607877879242187,1.323948245831911e-16,-1556547088915330.0,0.0,1804,full,fine_positive,DPA,-0.20607877879242212,-0.20607877879242162,0.0
President of the Office for Personal Data Protection (UODO),0.760000000000002,2.012551757196511e-15,377630039715690.94,0.0,1804,full,fine_positive,DPA,0.759999999999998,0.760000000000006,0.0
President of the Personal Data Protection Office,0.38470752645238776,2.1229913757094987e-15,181210122120170.84,0.0,1804,full,fine_positive,DPA,0.3847075264523836,0.3847075264523919,0.0
President of the Personal Data Protection Office (UODO),2.0643209364124004e-16,2.1319247988619835e-16,0.9682897527691081,0.33289968101518885,1804,full,fine_positive,DPA,-2.1142516693570871e-16,6.242893542181888e-16,0.35176848884600925
Privacy Board,-0.9999999999999989,1.0157360455402505e-15,-984507741347426.6,0.0,1804,full,fine_positive,DPA,-1.0000000000000009,-0.9999999999999969,0.0
Privacy Policy Board,0.5000000000000011,1.1959136078416847e-15,418090401113816.25,0.0,1804,full,fine_positive,DPA,0.4999999999999988,0.5000000000000034,0.0
STRING,-0.030710822580774583,1.715858138742549e-16,-178982293974959.56,0.0,1804,full,fine_positive,DPA,-0.03071082258077492,-0.030710822580774247,0.0
Spanish Agency for Data Protection,-0.19285919716929428,6.100040231252858e-16,-316160533140752.5,0.0,1804,full,fine_positive,DPA,-0.19285919716929548,-0.1928591971692931,0.0
Spanish Data Protection Agency,-0.22760014138197873,1.5427723485572e-15,-147526718115495.3,0.0,1804,full,fine_positive,DPA,-0.22760014138198176,-0.2276001413819757,0.0
Spanish Data Protection Agency (AEPD),-0.6666666666666448,2.257524219247295e-14,-29530875504357.83,0.0,1804,full,fine_positive,DPA,-0.6666666666666891,-0.6666666666666005,0.0
State Data Inspectorate,4.0852737859253807e-16,4.2120593120189136e-16,0.9698993967792058,0.3320966407829178,1804,full,fine_positive,DPA,-4.1703624656316896e-16,1.2340910037482451e-15,0.35176848884600925
State Data Protection Inspectorate,-0.14285714285714357,7.138872046809881e-16,-200111644977558.56,0.0,1804,full,fine_positive,DPA,-0.14285714285714496,-0.14285714285714218,0.0
Swedish Authority for Privacy Protection,-0.9047619047618979,7.07650013529031e-15,-127854431917534.39,0.0,1804,full,fine_positive,DPA,-0.9047619047619118,-0.904761904761884,0.0
Swedish Authority for Privacy Protection (IMY),-0.2361111111111118,7.1768658063178e-16,-328989168089590.06,0.0,1804,full,fine_positive,DPA,-0.23611111111111321,-0.23611111111111038,0.0
Swedish Data Protection Authority,0.6250000000000051,5.178733033957674e-15,120685888981299.67,0.0,1804,full,fine_positive,DPA,0.624999999999995,0.6250000000000152,0.0
The Data Inspectorate,-1.249000902703301e-16,1.2889468135984297e-16,-0.9690088757164392,0.3325407607577048,1804,full,fine_positive,DPA,-3.7753366573562233e-16,1.277334851949621e-16,0.35176848884600925
The Data Protection Authority,-0.7949099322426032,1.2906073952086592e-15,-615919244840593.9,0.0,1804,full,fine_positive,DPA,-0.7949099322426058,-0.7949099322426006,0.0
The Information Commissioner,-0.6666666666666637,2.8924973967442015e-15,-230481336791198.0,0.0,1804,full,fine_positive,DPA,-0.6666666666666694,-0.6666666666666581,0.0
The National Supervisory Authority,0.9183673469387763,7.949482929109134e-16,1155254190905840.2,0.0,1804,full,fine_positive,DPA,0.9183673469387748,0.9183673469387779,0.0
The National Supervisory Authority for Personal Data Processing,0.01898734177215187,3.4859131319745784e-17,544687749043149.1,0.0,1804,full,fine_positive,DPA,0.018987341772151802,0.01898734177215194,0.0
The National Supervisory Authority for the Processing of Personal Data,0.04026845637584061,1.7320609986056249e-15,23248867336807.566,0.0,1804,full,fine_positive,DPA,0.04026845637583722,0.040268456375844,0.0
The Norwegian Data Protection Authority,1.7512033489985868e-15,1.8059765041542895e-15,0.9696711695696439,0.33221042553971336,1804,full,fine_positive,DPA,-1.7885105991438207e-15,5.290917297140994e-15,0.35176848884600925
The Personal Data Protection Authority,4.675079767757495e-16,4.816867255718352e-16,0.9705643771286134,0.3317652523570239,1804,full,fine_positive,DPA,-4.765980053450474e-16,1.4116139588965464e-15,0.35176848884600925
The State Commissioner for Data Protection Lower Saxony,1.861358289723114e-15,1.9191942142225957e-15,0.9698644753767616,0.3321140495346725,1804,full,fine_positive,DPA,-1.9002623701531733e-15,5.622978949599401e-15,0.35176848884600925
DE,2424819.884526237,5009465.423964761,0.48404763369084275,0.6283520640976131,486,time_observed,fine_eur,Country,-7393732.346444695,12243372.115497168,0.6368927717649593
ES,-1413847.1814514035,333702.4170663231,-4.236850286794304,2.2667716985257957e-05,486,time_observed,fine_eur,Country,-2067903.918901397,-759790.4440014103,2.878965514915974e-05
FR,-5038985.739940741,2411356.6219561384,-2.0896891376660083,0.03664573339809297,486,time_observed,fine_eur,Country,-9765244.718974773,-312726.7609067103,0.04289029783364244
GB,-6240014.166699835,0.8100925873009825,-7702840.717861568,0.0,486,time_observed,fine_eur,Country,-6240015.754481306,-6240012.578918364,0.0
GR,-2293533.8779207105,4535294.274588622,-0.5057078414451391,0.6130617626975214,486,time_observed,fine_eur,Country,-11182710.65611441,6595642.900272989,0.6226035800157708
HU,7871642.318326035,3634711.390744178,2.1656856548146397,0.03033521597108109,486,time_observed,fine_eur,Country,747607.9924674453,14995676.644184623,0.03566437553356831
IE,199810130.3196557,139671650.61693045,1.430570408791571,0.15255337331856925,486,time_observed,fine_eur,Country,-73946304.889528,473566565.52883935,0.17125346424149065
IS,2306596.161590214,2043310.4777095967,1.1288525100579632,0.2589600570932764,486,time_observed,fine_eur,Country,-1698292.3747205958,6311484.697901024,0.2863922665311235
IT,-5149049.486691382,296557.30894831114,-17.362746866538508,1.5798082985212798e-67,486,time_observed,fine_eur,Country,-5730301.812230072,-4567797.161152692,2.0983713278068905e-67
LU,-11922505.647846699,1.0307764064044151,-11566529.437198836,0.0,486,time_observed,fine_eur,Country,-11922507.668168455,-11922503.627524942,0.0
LV,-2081089.6878168397,1158291.0297007142,-1.7966898080481237,0.07238487787663996,486,time_observed,fine_eur,Country,-4351340.106030239,189160.73039655993,0.08378027993704226
NL,-1799676.3566313116,718398.9982399883,-2.5051209161487606,0.012240953772154102,486,time_observed,fine_eur,Country,-3207738.3931816886,-391614.32008093456,0.014756992769201942
NO,-8024875.51610821,3285338.6436187783,-2.442632674015262,0.014580569215419725,486,time_observed,fine_eur,Country,-14464139.257601015,-1585611.7746154051,0.017416606705833174
PL,-3253808.8933954546,1221513.7025156405,-2.663751447645993,0.007727463564983006,486,time_observed,fine_eur,Country,-5647975.75032611,-859642.0364647992,0.00938078135097937
PT,-487119.13535988703,0.5,-974238.2707197741,0.0,486,time_observed,fine_eur,Country,-487120.115359887,-487118.15535988705,0.0
RO,-3105186.567558732,2599710.0911181546,-1.1944357096460583,0.23230757521569134,486,time_observed,fine_eur,Country,-8200618.346150314,1990245.2110328507,0.2574618986466898
SE,-3333450.171844586,3515532.644984356,-0.9482062914706398,0.3430244448987595,486,time_observed,fine_eur,Country,-10223894.156013925,3556993.812324752,0.36129278070381404
SI,903908.5764131518,1476509.536834229,0.6121928466179868,0.5404101738427407,486,time_observed,fine_eur,Country,-1990050.1157819368,3797867.2686082404,0.5498910540855958
A.N.S.P.D.C.P,-11786142.677464068,1.4897037793387791e-08,-791173576984242.6,0.0,449,time_observed,fine_eur,DPA,-11786142.677464098,-11786142.677464038,0.0
A.N.S.P.D.C.P.,1042032.9740274958,6.42940872149481e-08,16207290890432.42,0.0,449,time_observed,fine_eur,DPA,1042032.9740273699,1042032.9740276218,0.0
Agencia Española de Protección de Datos,1595474.1913604923,3.3687705414066393e-09,473607261684940.3,0.0,449,time_observed,fine_eur,DPA,1595474.1913604857,1595474.1913604988,0.0
Autoriteit Persoonsgegevens,-1872529.1758526824,1.3139951284423519e-08,-142506553892055.38,0.0,449,time_observed,fine_eur,DPA,-1872529.1758527083,-1872529.1758526566,0.0
Berlin Commissioner for Data Protection and Freedom of Information,1073071.2041781824,8.148806998091725e-09,131684454476523.08,0.0,449,time_observed,fine_eur,DPA,1073071.2041781663,1073071.2041781985,0.0
Comissão Nacional de Proteção de Dados,-487119.13536018133,1.0858285324957505e-08,-44861515495503.68,0.0,449,time_observed,fine_eur,DPA,-487119.13536020264,-487119.13536016,0.0
Commission Nationale de l'Informatique et des Libertés,-14437706.468696624,1.359635693492871e-08,-1061880512389793.8,0.0,449,time_observed,fine_eur,DPA,-14437706.46869665,-14437706.468696598,0.0
Commission Nationale de l'Informatique et des Libertés (CNIL),-1333636.9047146328,4.393181285851925e-08,-30356974090952.273,0.0,449,time_observed,fine_eur,DPA,-1333636.904714719,-1333636.9047145466,0.0
Commission nationale de l'informatique et des libertés,-1744854.9186090901,3.732235093196222e-08,-46750938111854.75,0.0,449,time_observed,fine_eur,DPA,-1744854.9186091633,-1744854.918609017,0.0
Data Protection Authority,-6548303.156816447,5.590253542358776e-09,-1171378562206219.2,0.0,449,time_observed,fine_eur,DPA,-6548303.156816458,-6548303.156816436,0.0
Data Protection Commission,52526185.45499189,1.4081138492702801e-08,3730251320389489.5,0.0,449,time_observed,fine_eur,DPA,52526185.45499186,52526185.45499192,0.0
Data State Inspectorate,-294445.9160065744,9.778568397709649e-09,-30111352094805.613,0.0,449,time_observed,fine_eur,DPA,-294445.91600659356,-294445.91600655526,0.0
Datainspektionen,6648114.504609391,5.0604091458152697e-08,131375039310943.5,0.0,449,time_observed,fine_eur,DPA,6648114.504609292,6648114.50460949,0.0
Datatilsynet,-12103880.961332815,2.8618450787431884e-08,-422939768865768.6,0.0,449,time_observed,fine_eur,DPA,-12103880.96133287,-12103880.961332759,0.0
Dutch Data Protection Authority,-3371352.3108074013,4.656461141765229e-09,-724015987284572.9,0.0,449,time_observed,fine_eur,DPA,-3371352.3108074106,-3371352.310807392,0.0
Garante per la protezione dei dati personali,-5357332.757737272,1.7574003589233977e-08,-304844182518503.2,0.0,449,time_observed,fine_eur,DPA,-5357332.757737307,-5357332.757737238,0.0
Guarantor for the Protection of Personal Data,6903871.122687075,8.394808718789392e-08,82239766907788.17,0.0,449,time_observed,fine_eur,DPA,6903871.12268691,6903871.12268724,0.0
Information Commissioner,305925.490876833,4.601591561544632e-08,6648253909222.268,0.0,449,time_observed,fine_eur,DPA,305925.4908767428,305925.49087692314,0.0
Information Commissioner (Slovenia),2713523.1159325056,2.3912459693612037e-08,113477373331752.86,0.0,449,time_observed,fine_eur,DPA,2713523.1159324585,2713523.1159325526,0.0
Information Commissioner of the Republic of Slovenia,11002868.84448044,7.424190006569547e-08,148202953248020.03,0.0,449,time_observed,fine_eur,DPA,11002868.844480295,11002868.844480585,0.0
Information Commissioner's Office,-6240014.166699868,2.334633204951772e-09,-2672802799799453.5,0.0,449,time_observed,fine_eur,DPA,-6240014.166699872,-6240014.166699863,0.0
Integritetsskyddsmyndigheten,-103381.75566928089,2.281665959465801e-08,-4530976817197.436,0.0,449,time_observed,fine_eur,DPA,-103381.7556693256,-103381.75566923617,0.0
Integritetsskyddsmyndigheten (IMY),-10641166.81152277,1.9981655483327444e-09,-5325468062644603.0,0.0,449,time_observed,fine_eur,DPA,-10641166.811522774,-10641166.811522767,0.0
Integrity Protection Authority,1356199.6070063654,1.1862070186995248e-08,114330769050178.84,0.0,449,time_observed,fine_eur,DPA,1356199.6070063422,1356199.6070063887,0.0
National Authority for Data Protection and Freedom of Information,8103870.060199834,4.1484835626631885e-09,1953453578347414.0,0.0,449,time_observed,fine_eur,DPA,8103870.060199826,8103870.060199843,0.0
National Commission for Data Protection,-11922505.647846991,1.7764399255840665e-08,-671146008156006.4,0.0,449,time_observed,fine_eur,DPA,-11922505.647847027,-11922505.647846956,0.0
National Commission for Informatics and Freedoms,-5226351.286716391,9.900800502681752e-09,-527871588292357.8,0.0,449,time_observed,fine_eur,DPA,-5226351.286716411,-5226351.286716372,0.0
National Commission for Information Technology and Civil Liberties,-4543358.575774451,1.008414866013857e-08,-450544585259219.94,0.0,449,time_observed,fine_eur,DPA,-4543358.57577447,-4543358.575774431,0.0
National Commission for Information Technology and Freedoms,-4463833.083913727,1.2501265209210018e-08,-357070505201753.56,0.0,449,time_observed,fine_eur,DPA,-4463833.083913751,-4463833.0839137025,0.0
National Commission for Information Technology and Liberties,-5999454.401107104,1.4958153845872674e-08,-401082544204644.75,0.0,449,time_observed,fine_eur,DPA,-5999454.401107132,-5999454.401107075,0.0
National Data Protection and Freedom of Information Authority,5074244.930602923,1.0500476131769217e-08,483239509040050.3,0.0,449,time_observed,fine_eur,DPA,5074244.930602903,5074244.9306029435,0.0
National Supervisory Authority,-444055.2386599146,1.8052741657269563e-09,-245976620665316.12,0.0,449,time_observed,fine_eur,DPA,-444055.23865991813,-444055.23865991103,0.0
National Supervisory Authority for Personal Data Processing,-6594267.424854177,1.915988245426406e-08,-344170557444448.9,0.0,449,time_observed,fine_eur,DPA,-6594267.424854214,-6594267.42485414,0.0
Norwegian Data Protection Authority,-735863.5448680259,1.9145407599728124e-08,-38435512069143.7,0.0,449,time_observed,fine_eur,DPA,-735863.5448680634,-735863.5448679884,0.0
Personal Data Protection Authority,1631045.5982258804,1.7731858717828316e-08,91983904461519.44,0.0,449,time_observed,fine_eur,DPA,1631045.5982258457,1631045.598225915,0.0
Persónuvernd,4026835.450191619,2.35248549340085e-08,171173657031578.94,0.0,449,time_observed,fine_eur,DPA,4026835.450191573,4026835.450191665,0.0
President of the Office for Personal Data Protection,-5080875.107178862,2.4298641986336872e-08,-209101196274089.66,0.0,449,time_observed,fine_eur,DPA,-5080875.10717891,-5080875.107178815,0.0
