dataset,level,stratum,outcome,pair,quantile,qa,qb,diff
full,CEM,13,fine_positive,IS vs SI,0.25,0.0,0.0,0.0
full,CEM,13,fine_positive,IS vs SI,0.5,0.0,0.0,0.0
full,CEM,13,fine_positive,IS vs SI,0.75,0.0,0.0,0.0
full,CEM,13,fine_positive,IS vs SI,0.9,0.0,0.0,0.0
full,CEM,13,fine_eur,IS vs SI,0.25,0.0,0.0,0.0
full,CEM,13,fine_eur,IS vs SI,0.5,0.0,0.0,0.0
full,CEM,13,fine_eur,IS vs SI,0.75,0.0,0.0,0.0
full,CEM,13,fine_eur,IS vs SI,0.9,0.0,0.0,0.0
full,CEM,13,fine_log1p,IS vs SI,0.25,0.0,0.0,0.0
full,CEM,13,fine_log1p,IS vs SI,0.5,0.0,0.0,0.0
full,CEM,13,fine_log1p,IS vs SI,0.75,0.0,0.0,0.0
full,CEM,13,fine_log1p,IS vs SI,0.9,0.0,0.0,0.0
full,CEM,70,fine_positive,IS vs NO,0.25,0.0,0.0,0.0
full,CEM,70,fine_positive,IS vs NO,0.5,0.0,0.0,0.0
full,CEM,70,fine_positive,IS vs NO,0.75,0.0,0.0,0.0
full,CEM,70,fine_positive,IS vs NO,0.9,0.0,0.0,0.0
full,CEM,70,fine_eur,IS vs NO,0.25,0.0,0.0,0.0
full,CEM,70,fine_eur,IS vs NO,0.5,0.0,0.0,0.0
full,CEM,70,fine_eur,IS vs NO,0.75,0.0,0.0,0.0
full,CEM,70,fine_eur,IS vs NO,0.9,0.0,0.0,0.0
full,CEM,70,fine_log1p,IS vs NO,0.25,0.0,0.0,0.0
full,CEM,70,fine_log1p,IS vs NO,0.5,0.0,0.0,0.0
full,CEM,70,fine_log1p,IS vs NO,0.75,0.0,0.0,0.0
full,CEM,70,fine_log1p,IS vs NO,0.9,0.0,0.0,0.0
full,CEM,78,fine_positive,IT vs SE,0.25,1.0,1.0,0.0
full,CEM,78,fine_positive,IT vs SE,0.5,1.0,1.0,0.0
full,CEM,78,fine_positive,IT vs SE,0.75,1.0,1.0,0.0
full,CEM,78,fine_positive,IT vs SE,0.9,1.0,1.0,0.0
full,CEM,78,fine_eur,IT vs SE,0.25,2000.0,30450.0,-28450.0
full,CEM,78,fine_eur,IT vs SE,0.5,2000.0,30450.0,-28450.0
full,CEM,78,fine_eur,IT vs SE,0.75,2000.0,30450.0,-28450.0
full,CEM,78,fine_eur,IT vs SE,0.9,2000.0,30450.0,-28450.0
full,CEM,78,fine_log1p,IT vs SE,0.25,7.601402,10.323874,-2.722472
full,CEM,78,fine_log1p,IT vs SE,0.5,7.601402,10.323874,-2.722472
full,CEM,78,fine_log1p,IT vs SE,0.75,7.601402,10.323874,-2.722472
full,CEM,78,fine_log1p,IT vs SE,0.9,7.601402,10.323874,-2.722472
full,CEM,328,fine_positive,ES vs NO,0.25,0.0,0.0,0.0
full,CEM,328,fine_positive,ES vs NO,0.5,0.0,0.0,0.0
full,CEM,328,fine_positive,ES vs NO,0.75,0.0,0.0,0.0
full,CEM,328,fine_positive,ES vs NO,0.9,0.0,0.0,0.0
full,CEM,328,fine_eur,ES vs NO,0.25,0.0,0.0,0.0
full,CEM,328,fine_eur,ES vs NO,0.5,0.0,0.0,0.0
full,CEM,328,fine_eur,ES vs NO,0.75,0.0,0.0,0.0
full,CEM,328,fine_eur,ES vs NO,0.9,0.0,0.0,0.0
full,CEM,328,fine_log1p,ES vs NO,0.25,0.0,0.0,0.0
full,CEM,328,fine_log1p,ES vs NO,0.5,0.0,0.0,0.0
full,CEM,328,fine_log1p,ES vs NO,0.75,0.0,0.0,0.0
full,CEM,328,fine_log1p,ES vs NO,0.9,0.0,0.0,0.0
full,CEM,329,fine_positive,ES vs SI,0.25,0.0,0.0,0.0
full,CEM,329,fine_positive,ES vs SI,0.5,0.0,0.0,0.0
full,CEM,329,fine_positive,ES vs SI,0.75,0.0,0.0,0.0
full,CEM,329,fine_positive,ES vs SI,0.9,0.0,0.0,0.0
full,CEM,329,fine_eur,ES vs SI,0.25,0.0,0.0,0.0
full,CEM,329,fine_eur,ES vs SI,0.5,0.0,0.0,0.0
full,CEM,329,fine_eur,ES vs SI,0.75,0.0,0.0,0.0
full,CEM,329,fine_eur,ES vs SI,0.9,0.0,0.0,0.0
full,CEM,329,fine_log1p,ES vs SI,0.25,0.0,0.0,0.0
full,CEM,329,fine_log1p,ES vs SI,0.5,0.0,0.0,0.0
full,CEM,329,fine_log1p,ES vs SI,0.75,0.0,0.0,0.0
full,CEM,329,fine_log1p,ES vs SI,0.9,0.0,0.0,0.0
full,CEM,337,fine_positive,ES vs GR,0.25,1.0,1.0,0.0
full,CEM,337,fine_positive,ES vs GR,0.5,1.0,1.0,0.0
full,CEM,337,fine_positive,ES vs GR,0.75,1.0,1.0,0.0
full,CEM,337,fine_positive,ES vs GR,0.9,1.0,1.0,0.0
full,CEM,337,fine_eur,ES vs GR,0.25,1800.0,1000.0,800.0
full,CEM,337,fine_eur,ES vs GR,0.5,1800.0,2000.0,-200.0
full,CEM,337,fine_eur,ES vs GR,0.75,1800.0,2000.0,-200.0
full,CEM,337,fine_eur,ES vs GR,0.9,1800.0,2000.0,-200.0
full,CEM,337,fine_log1p,ES vs GR,0.25,7.496097,6.908755,0.5873419999999996
full,CEM,337,fine_log1p,ES vs GR,0.5,7.496097,7.601402,-0.10530500000000043
full,CEM,337,fine_log1p,ES vs GR,0.75,7.496097,7.601402,-0.10530500000000043
full,CEM,337,fine_log1p,ES vs GR,0.9,7.496097,7.601402,-0.10530500000000043
full,CEM,340,fine_positive,GR vs SI,0.25,1.0,1.0,0.0
full,CEM,340,fine_positive,GR vs SI,0.5,1.0,1.0,0.0
full,CEM,340,fine_positive,GR vs SI,0.75,1.0,1.0,0.0
full,CEM,340,fine_positive,GR vs SI,0.9,1.0,1.0,0.0
full,CEM,340,fine_eur,GR vs SI,0.25,1000.0,500.0,500.0
full,CEM,340,fine_eur,GR vs SI,0.5,1000.0,500.0,500.0
full,CEM,340,fine_eur,GR vs SI,0.75,1000.0,500.0,500.0
full,CEM,340,fine_eur,GR vs SI,0.9,1000.0,500.0,500.0
full,CEM,340,fine_log1p,GR vs SI,0.25,6.908755,6.216606,0.6921490000000006
full,CEM,340,fine_log1p,GR vs SI,0.5,6.908755,6.216606,0.6921490000000006
full,CEM,340,fine_log1p,GR vs SI,0.75,6.908755,6.216606,0.6921490000000006
full,CEM,340,fine_log1p,GR vs SI,0.9,6.908755,6.216606,0.6921490000000006
full,CEM,341,fine_positive,ES vs HU,0.25,0.0,0.0,0.0
full,CEM,341,fine_positive,ES vs HU,0.5,0.0,0.0,0.0
full,CEM,341,fine_positive,ES vs HU,0.75,0.0,0.0,0.0
full,CEM,341,fine_positive,ES vs HU,0.9,0.0,0.0,0.0
full,CEM,343,fine_positive,DE vs ES,0.25,0.0,1.0,-1.0
full,CEM,343,fine_positive,DE vs ES,0.5,0.0,1.0,-1.0
full,CEM,343,fine_positive,DE vs ES,0.75,0.0,1.0,-1.0
full,CEM,343,fine_positive,DE vs ES,0.9,0.0,1.0,-1.0
full,CEM,343,fine_positive,DE vs IT,0.25,0.0,1.0,-1.0
full,CEM,343,fine_positive,DE vs IT,0.5,0.0,1.0,-1.0
full,CEM,343,fine_positive,DE vs IT,0.75,0.0,1.0,-1.0
full,CEM,343,fine_positive,DE vs IT,0.9,0.0,1.0,-1.0
full,CEM,343,fine_positive,ES vs IT,0.25,1.0,1.0,0.0
full,CEM,343,fine_positive,ES vs IT,0.5,1.0,1.0,0.0
full,CEM,343,fine_positive,ES vs IT,0.75,1.0,1.0,0.0
full,CEM,343,fine_positive,ES vs IT,0.9,1.0,1.0,0.0
full,CEM,343,fine_eur,ES vs IT,0.25,1000.0,500.0,500.0
full,CEM,343,fine_eur,ES vs IT,0.5,2000.0,500.0,1500.0
full,CEM,343,fine_eur,ES vs IT,0.75,5000.0,500.0,4500.0
full,CEM,343,fine_eur,ES vs IT,0.9,10000.0,500.0,9500.0
full,CEM,343,fine_log1p,ES vs IT,0.25,6.908755,6.216606,0.6921490000000006
full,CEM,343,fine_log1p,ES vs IT,0.5,7.601402,6.216606,1.3847960000000006
full,CEM,343,fine_log1p,ES vs IT,0.75,8.517393,6.216606,2.3007870000000006
full,CEM,343,fine_log1p,ES vs IT,0.9,9.21044,6.216606,2.9938340000000006
full,CEM,350,fine_positive,ES vs IS,0.25,0.0,0.0,0.0
full,CEM,350,fine_positive,ES vs IS,0.5,0.0,0.0,0.0
full,CEM,350,fine_positive,ES vs IS,0.75,0.0,0.0,0.0
full,CEM,350,fine_positive,ES vs IS,0.9,0.0,0.0,0.0
full,CEM,350,fine_eur,ES vs IS,0.25,0.0,0.0,0.0
full,CEM,350,fine_eur,ES vs IS,0.5,0.0,0.0,0.0
full,CEM,350,fine_eur,ES vs IS,0.75,0.0,0.0,0.0
full,CEM,350,fine_eur,ES vs IS,0.9,0.0,0.0,0.0
full,CEM,350,fine_log1p,ES vs IS,0.25,0.0,0.0,0.0
full,CEM,350,fine_log1p,ES vs IS,0.5,0.0,0.0,0.0
full,CEM,350,fine_log1p,ES vs IS,0.75,0.0,0.0,0.0
full,CEM,350,fine_log1p,ES vs IS,0.9,0.0,0.0,0.0
full,CEM,363,fine_positive,HU vs IS,0.25,0.0,0.0,0.0
full,CEM,363,fine_positive,HU vs IS,0.5,0.0,0.0,0.0
full,CEM,363,fine_positive,HU vs IS,0.75,0.0,0.0,0.0
full,CEM,363,fine_positive,HU vs IS,0.9,0.0,0.0,0.0
full,CEM,363,fine_eur,HU vs IS,0.25,0.0,0.0,0.0
full,CEM,363,fine_eur,HU vs IS,0.5,0.0,0.0,0.0
full,CEM,363,fine_eur,HU vs IS,0.75,0.0,0.0,0.0
full,CEM,363,fine_eur,HU vs IS,0.9,0.0,0.0,0.0
full,CEM,363,fine_log1p,HU vs IS,0.25,0.0,0.0,0.0
full,CEM,363,fine_log1p,HU vs IS,0.5,0.0,0.0,0.0
full,CEM,363,fine_log1p,HU vs IS,0.75,0.0,0.0,0.0
full,CEM,363,fine_log1p,HU vs IS,0.9,0.0,0.0,0.0
full,CEM,375,fine_positive,ES vs SI,0.25,0.0,0.0,0.0
full,CEM,375,fine_positive,ES vs SI,0.5,0.0,0.0,0.0
full,CEM,375,fine_positive,ES vs SI,0.75,0.0,0.0,0.0
full,CEM,375,fine_positive,ES vs SI,0.9,0.0,0.0,0.0
full,CEM,376,fine_positive,ES vs SI,0.25,1.0,0.0,1.0
full,CEM,376,fine_positive,ES vs SI,0.5,1.0,0.0,1.0
full,CEM,376,fine_positive,ES vs SI,0.75,1.0,0.0,1.0
full,CEM,376,fine_positive,ES vs SI,0.9,1.0,0.0,1.0
full,CEM,376,fine_eur,ES vs SI,0.25,2000.0,0.0,2000.0
full,CEM,376,fine_eur,ES vs SI,0.5,2000.0,0.0,2000.0
full,CEM,376,fine_eur,ES vs SI,0.75,2000.0,0.0,2000.0
full,CEM,376,fine_eur,ES vs SI,0.9,2000.0,0.0,2000.0
full,CEM,376,fine_log1p,ES vs SI,0.25,7.601402,0.0,7.601402
full,CEM,376,fine_log1p,ES vs SI,0.5,7.601402,0.0,7.601402
full,CEM,376,fine_log1p,ES vs SI,0.75,7.601402,0.0,7.601402
full,CEM,376,fine_log1p,ES vs SI,0.9,7.601402,0.0,7.601402
full,CEM,383,fine_positive,ES vs EU,0.25,1.0,1.0,0.0
full,CEM,383,fine_positive,ES vs EU,0.5,1.0,1.0,0.0
full,CEM,383,fine_positive,ES vs EU,0.75,1.0,1.0,0.0
full,CEM,383,fine_positive,ES vs EU,0.9,1.0,1.0,0.0
full,CEM,383,fine_positive,ES vs FR,0.25,1.0,1.0,0.0
full,CEM,383,fine_positive,ES vs FR,0.5,1.0,1.0,0.0
full,CEM,383,fine_positive,ES vs FR,0.75,1.0,1.0,0.0
full,CEM,383,fine_positive,ES vs FR,0.9,1.0,1.0,0.0
full,CEM,383,fine_positive,ES vs SI,0.25,1.0,0.0,1.0
full,CEM,383,fine_positive,ES vs SI,0.5,1.0,0.0,1.0
full,CEM,383,fine_positive,ES vs SI,0.75,1.0,0.0,1.0
full,CEM,383,fine_positive,ES vs SI,0.9,1.0,0.0,1.0
full,CEM,383,fine_positive,EU vs FR,0.25,1.0,1.0,0.0
full,CEM,383,fine_positive,EU vs FR,0.5,1.0,1.0,0.0
full,CEM,383,fine_positive,EU vs FR,0.75,1.0,1.0,0.0
full,CEM,383,fine_positive,EU vs FR,0.9,1.0,1.0,0.0
full,CEM,383,fine_positive,EU vs SI,0.25,1.0,0.0,1.0
full,CEM,383,fine_positive,EU vs SI,0.5,1.0,0.0,1.0
full,CEM,383,fine_positive,EU vs SI,0.75,1.0,0.0,1.0
full,CEM,383,fine_positive,EU vs SI,0.9,1.0,0.0,1.0
full,CEM,383,fine_positive,FR vs SI,0.25,1.0,0.0,1.0
full,CEM,383,fine_positive,FR vs SI,0.5,1.0,0.0,1.0
full,CEM,383,fine_positive,FR vs SI,0.75,1.0,0.0,1.0
full,CEM,383,fine_positive,FR vs SI,0.9,1.0,0.0,1.0
full,CEM,383,fine_eur,ES vs EU,0.25,200000.0,1200000000.0,-1199800000.0
full,CEM,383,fine_eur,ES vs EU,0.5,200000.0,1200000000.0,-1199800000.0
full,CEM,383,fine_eur,ES vs EU,0.75,200000.0,1200000000.0,-1199800000.0
full,CEM,383,fine_eur,ES vs EU,0.9,200000.0,1200000000.0,-1199800000.0
full,CEM,383,fine_eur,ES vs FR,0.25,200000.0,13200.0,186800.0
full,CEM,383,fine_eur,ES vs FR,0.5,200000.0,13200.0,186800.0
full,CEM,383,fine_eur,ES vs FR,0.75,200000.0,13200.0,186800.0
full,CEM,383,fine_eur,ES vs FR,0.9,200000.0,13200.0,186800.0
full,CEM,383,fine_eur,ES vs SI,0.25,200000.0,0.0,200000.0
full,CEM,383,fine_eur,ES vs SI,0.5,200000.0,0.0,200000.0
full,CEM,383,fine_eur,ES vs SI,0.75,200000.0,0.0,200000.0
full,CEM,383,fine_eur,ES vs SI,0.9,200000.0,0.0,200000.0
full,CEM,383,fine_eur,EU vs FR,0.25,1200000000.0,13200.0,1199986800.0
full,CEM,383,fine_eur,EU vs FR,0.5,1200000000.0,13200.0,1199986800.0
full,CEM,383,fine_eur,EU vs FR,0.75,1200000000.0,13200.0,1199986800.0
full,CEM,383,fine_eur,EU vs FR,0.9,1200000000.0,13200.0,1199986800.0
full,CEM,383,fine_eur,EU vs SI,0.25,1200000000.0,0.0,1200000000.0
full,CEM,383,fine_eur,EU vs SI,0.5,1200000000.0,0.0,1200000000.0
full,CEM,383,fine_eur,EU vs SI,0.75,1200000000.0,0.0,1200000000.0
full,CEM,383,fine_eur,EU vs SI,0.9,1200000000.0,0.0,1200000000.0
full,CEM,383,fine_eur,FR vs SI,0.25,13200.0,0.0,13200.0
full,CEM,383,fine_eur,FR vs SI,0.5,13200.0,0.0,13200.0
full,CEM,383,fine_eur,FR vs SI,0.75,13200.0,0.0,13200.0
full,CEM,383,fine_eur,FR vs SI,0.9,13200.0,0.0,13200.0
full,CEM,383,fine_log1p,ES vs EU,0.25,12.206078,20.905587,-8.699509
full,CEM,383,fine_log1p,ES vs EU,0.5,12.206078,20.905587,-8.699509
full,CEM,383,fine_log1p,ES vs EU,0.75,12.206078,20.905587,-8.699509
full,CEM,383,fine_log1p,ES vs EU,0.9,12.206078,20.905587,-8.699509
full,CEM,383,fine_log1p,ES vs FR,0.25,12.206078,9.488048,2.7180300000000006
full,CEM,383,fine_log1p,ES vs FR,0.5,12.206078,9.488048,2.7180300000000006
full,CEM,383,fine_log1p,ES vs FR,0.75,12.206078,9.488048,2.7180300000000006
full,CEM,383,fine_log1p,ES vs FR,0.9,12.206078,9.488048,2.7180300000000006
full,CEM,383,fine_log1p,ES vs SI,0.25,12.206078,0.0,12.206078
full,CEM,383,fine_log1p,ES vs SI,0.5,12.206078,0.0,12.206078
full,CEM,383,fine_log1p,ES vs SI,0.75,12.206078,0.0,12.206078
full,CEM,383,fine_log1p,ES vs SI,0.9,12.206078,0.0,12.206078
full,CEM,383,fine_log1p,EU vs FR,0.25,20.905587,9.488048,11.417539000000001
full,CEM,383,fine_log1p,EU vs FR,0.5,20.905587,9.488048,11.417539000000001
full,CEM,383,fine_log1p,EU vs FR,0.75,20.905587,9.488048,11.417539000000001
full,CEM,383,fine_log1p,EU vs FR,0.9,20.905587,9.488048,11.417539000000001
full,CEM,383,fine_log1p,EU vs SI,0.25,20.905587,0.0,20.905587
full,CEM,383,fine_log1p,EU vs SI,0.5,20.905587,0.0,20.905587
full,CEM,383,fine_log1p,EU vs SI,0.75,20.905587,0.0,20.905587
full,CEM,383,fine_log1p,EU vs SI,0.9,20.905587,0.0,20.905587
full,CEM,383,fine_log1p,FR vs SI,0.25,9.488048,0.0,9.488048
full,CEM,383,fine_log1p,FR vs SI,0.5,9.488048,0.0,9.488048
full,CEM,383,fine_log1p,FR vs SI,0.75,9.488048,0.0,9.488048
full,CEM,383,fine_log1p,FR vs SI,0.9,9.488048,0.0,9.488048
full,CEM,431,fine_positive,ES vs IS,0.25,0.0,0.0,0.0
full,CEM,431,fine_positive,ES vs IS,0.5,0.0,0.0,0.0
full,CEM,431,fine_positive,ES vs IS,0.75,0.0,0.0,0.0
full,CEM,431,fine_positive,ES vs IS,0.9,0.0,0.0,0.0
full,CEM,431,fine_eur,ES vs IS,0.25,0.0,0.0,0.0
full,CEM,431,fine_eur,ES vs IS,0.5,0.0,0.0,0.0
full,CEM,431,fine_eur,ES vs IS,0.75,0.0,0.0,0.0
full,CEM,431,fine_eur,ES vs IS,0.9,0.0,0.0,0.0
full,CEM,431,fine_log1p,ES vs IS,0.25,0.0,0.0,0.0
full,CEM,431,fine_log1p,ES vs IS,0.5,0.0,0.0,0.0
full,CEM,431,fine_log1p,ES vs IS,0.75,0.0,0.0,0.0
full,CEM,431,fine_log1p,ES vs IS,0.9,0.0,0.0,0.0
full,CEM,445,fine_positive,GB vs IT,0.25,1.0,1.0,0.0
full,CEM,445,fine_positive,GB vs IT,0.5,1.0,1.0,0.0
full,CEM,445,fine_positive,GB vs IT,0.75,1.0,1.0,0.0
full,CEM,445,fine_positive,GB vs IT,0.9,1.0,1.0,0.0
full,CEM,445,fine_eur,GB vs IT,0.25,87750.0,100.0,87650.0
full,CEM,445,fine_eur,GB vs IT,0.5,87750.0,100.0,87650.0
full,CEM,445,fine_eur,GB vs IT,0.75,87750.0,100.0,87650.0
full,CEM,445,fine_eur,GB vs IT,0.9,87750.0,100.0,87650.0
full,CEM,445,fine_log1p,GB vs IT,0.25,11.382259,4.615121,6.767137999999999
full,CEM,445,fine_log1p,GB vs IT,0.5,11.382259,4.615121,6.767137999999999
full,CEM,445,fine_log1p,GB vs IT,0.75,11.382259,4.615121,6.767137999999999
full,CEM,445,fine_log1p,GB vs IT,0.9,11.382259,4.615121,6.767137999999999
full,CEM,479,fine_positive,ES vs GR,0.25,1.0,1.0,0.0
full,CEM,479,fine_positive,ES vs GR,0.5,1.0,1.0,0.0
full,CEM,479,fine_positive,ES vs GR,0.75,1.0,1.0,0.0
full,CEM,479,fine_positive,ES vs GR,0.9,1.0,1.0,0.0
full,CEM,479,fine_eur,ES vs GR,0.25,25.0,20.0,5.0
full,CEM,479,fine_eur,ES vs GR,0.5,80000.0,20.0,79980.0
full,CEM,479,fine_eur,ES vs GR,0.75,80000.0,20.0,79980.0
full,CEM,479,fine_eur,ES vs GR,0.9,80000.0,20.0,79980.0
full,CEM,479,fine_log1p,ES vs GR,0.25,3.258097,3.044522,0.21357499999999963
full,CEM,479,fine_log1p,ES vs GR,0.5,11.289794,3.044522,8.245272
full,CEM,479,fine_log1p,ES vs GR,0.75,11.289794,3.044522,8.245272
full,CEM,479,fine_log1p,ES vs GR,0.9,11.289794,3.044522,8.245272
full,CEM,543,fine_positive,ES vs LT,0.25,1.0,1.0,0.0
full,CEM,543,fine_positive,ES vs LT,0.5,1.0,1.0,0.0
full,CEM,543,fine_positive,ES vs LT,0.75,1.0,1.0,0.0
full,CEM,543,fine_positive,ES vs LT,0.9,1.0,1.0,0.0
full,CEM,543,fine_eur,ES vs LT,0.25,75.0,2385276.0,-2385201.0
full,CEM,543,fine_eur,ES vs LT,0.5,42000.0,2385276.0,-2343276.0
full,CEM,543,fine_eur,ES vs LT,0.75,42000.0,2385276.0,-2343276.0
full,CEM,543,fine_eur,ES vs LT,0.9,42000.0,2385276.0,-2343276.0
full,CEM,543,fine_log1p,ES vs LT,0.25,4.330733,14.684826,-10.354092999999999
full,CEM,543,fine_log1p,ES vs LT,0.5,10.645449,14.684826,-4.039377
full,CEM,543,fine_log1p,ES vs LT,0.75,10.645449,14.684826,-4.039377
full,CEM,543,fine_log1p,ES vs LT,0.9,10.645449,14.684826,-4.039377
full,CEM,576,fine_positive,GR vs RO,0.25,1.0,1.0,0.0
full,CEM,576,fine_positive,GR vs RO,0.5,1.0,1.0,0.0
full,CEM,576,fine_positive,GR vs RO,0.75,1.0,1.0,0.0
full,CEM,576,fine_positive,GR vs RO,0.9,1.0,1.0,0.0
full,CEM,576,fine_eur,GR vs RO,0.25,5000.0,4000.0,1000.0
full,CEM,576,fine_eur,GR vs RO,0.5,5000.0,4000.0,1000.0
full,CEM,576,fine_eur,GR vs RO,0.75,5000.0,4000.0,1000.0
full,CEM,576,fine_eur,GR vs RO,0.9,5000.0,4000.0,1000.0
full,CEM,576,fine_log1p,GR vs RO,0.25,8.517393,8.2943,0.22309300000000043
full,CEM,576,fine_log1p,GR vs RO,0.5,8.517393,8.2943,0.22309300000000043
full,CEM,576,fine_log1p,GR vs RO,0.75,8.517393,8.2943,0.22309300000000043
full,CEM,576,fine_log1p,GR vs RO,0.9,8.517393,8.2943,0.22309300000000043
full,CEM,577,fine_positive,ES vs RO,0.25,1.0,1.0,0.0
full,CEM,577,fine_positive,ES vs RO,0.5,1.0,1.0,0.0
full,CEM,577,fine_positive,ES vs RO,0.75,1.0,1.0,0.0
full,CEM,577,fine_positive,ES vs RO,0.9,1.0,1.0,0.0
full,CEM,577,fine_eur,ES vs RO,0.25,40000.0,1970.28,38029.72
full,CEM,577,fine_eur,ES vs RO,0.5,40000.0,1970.28,38029.72
full,CEM,577,fine_eur,ES vs RO,0.75,40000.0,1970.28,38029.72
full,CEM,577,fine_eur,ES vs RO,0.9,40000.0,1970.28,38029.72
full,CEM,577,fine_log1p,ES vs RO,0.25,10.59666,7.586438,3.0102219999999997
full,CEM,577,fine_log1p,ES vs RO,0.5,10.59666,7.586438,3.0102219999999997
full,CEM,577,fine_log1p,ES vs RO,0.75,10.59666,7.586438,3.0102219999999997
full,CEM,577,fine_log1p,ES vs RO,0.9,10.59666,7.586438,3.0102219999999997
full,CEM,688,fine_positive,ES vs IS,0.25,0.0,0.0,0.0
full,CEM,688,fine_positive,ES vs IS,0.5,0.0,0.0,0.0
full,CEM,688,fine_positive,ES vs IS,0.75,0.0,0.0,0.0
full,CEM,688,fine_positive,ES vs IS,0.9,0.0,0.0,0.0
full,CEM,688,fine_positive,ES vs LT,0.25,0.0,0.0,0.0
full,CEM,688,fine_positive,ES vs LT,0.5,0.0,0.0,0.0
full,CEM,688,fine_positive,ES vs LT,0.75,0.0,0.0,0.0
full,CEM,688,fine_positive,ES vs LT,0.9,0.0,0.0,0.0
full,CEM,688,fine_positive,ES vs SI,0.25,0.0,0.0,0.0
full,CEM,688,fine_positive,ES vs SI,0.5,0.0,0.0,0.0
full,CEM,688,fine_positive,ES vs SI,0.75,0.0,0.0,0.0
full,CEM,688,fine_positive,ES vs SI,0.9,0.0,0.0,0.0
full,CEM,688,fine_positive,IS vs LT,0.25,0.0,0.0,0.0
full,CEM,688,fine_positive,IS vs LT,0.5,0.0,0.0,0.0
full,CEM,688,fine_positive,IS vs LT,0.75,0.0,0.0,0.0
full,CEM,688,fine_positive,IS vs LT,0.9,0.0,0.0,0.0
full,CEM,688,fine_positive,IS vs SI,0.25,0.0,0.0,0.0
full,CEM,688,fine_positive,IS vs SI,0.5,0.0,0.0,0.0
full,CEM,688,fine_positive,IS vs SI,0.75,0.0,0.0,0.0
full,CEM,688,fine_positive,IS vs SI,0.9,0.0,0.0,0.0
full,CEM,688,fine_positive,LT vs SI,0.25,0.0,0.0,0.0
full,CEM,688,fine_positive,LT vs SI,0.5,0.0,0.0,0.0
full,CEM,688,fine_positive,LT vs SI,0.75,0.0,0.0,0.0
full,CEM,688,fine_positive,LT vs SI,0.9,0.0,0.0,0.0
full,CEM,688,fine_eur,ES vs IS,0.25,0.0,0.0,0.0
full,CEM,688,fine_eur,ES vs IS,0.5,0.0,0.0,0.0
full,CEM,688,fine_eur,ES vs IS,0.75,0.0,0.0,0.0
full,CEM,688,fine_eur,ES vs IS,0.9,0.0,0.0,0.0
full,CEM,688,fine_eur,ES vs LT,0.25,0.0,0.0,0.0
full,CEM,688,fine_eur,ES vs LT,0.5,0.0,0.0,0.0
full,CEM,688,fine_eur,ES vs LT,0.75,0.0,0.0,0.0
full,CEM,688,fine_eur,ES vs LT,0.9,0.0,0.0,0.0
full,CEM,688,fine_eur,ES vs SI,0.25,0.0,0.0,0.0
full,CEM,688,fine_eur,ES vs SI,0.5,0.0,0.0,0.0
full,CEM,688,fine_eur,ES vs SI,0.75,0.0,0.0,0.0
full,CEM,688,fine_eur,ES vs SI,0.9,0.0,0.0,0.0
full,CEM,688,fine_eur,IS vs LT,0.25,0.0,0.0,0.0
full,CEM,688,fine_eur,IS vs LT,0.5,0.0,0.0,0.0
full,CEM,688,fine_eur,IS vs LT,0.75,0.0,0.0,0.0
full,CEM,688,fine_eur,IS vs LT,0.9,0.0,0.0,0.0
full,CEM,688,fine_eur,IS vs SI,0.25,0.0,0.0,0.0
full,CEM,688,fine_eur,IS vs SI,0.5,0.0,0.0,0.0
full,CEM,688,fine_eur,IS vs SI,0.75,0.0,0.0,0.0
full,CEM,688,fine_eur,IS vs SI,0.9,0.0,0.0,0.0
full,CEM,688,fine_eur,LT vs SI,0.25,0.0,0.0,0.0
full,CEM,688,fine_eur,LT vs SI,0.5,0.0,0.0,0.0
full,CEM,688,fine_eur,LT vs SI,0.75,0.0,0.0,0.0
full,CEM,688,fine_eur,LT vs SI,0.9,0.0,0.0,0.0
full,CEM,688,fine_log1p,ES vs IS,0.25,0.0,0.0,0.0
full,CEM,688,fine_log1p,ES vs IS,0.5,0.0,0.0,0.0
full,CEM,688,fine_log1p,ES vs IS,0.75,0.0,0.0,0.0
full,CEM,688,fine_log1p,ES vs IS,0.9,0.0,0.0,0.0
full,CEM,688,fine_log1p,ES vs LT,0.25,0.0,0.0,0.0
full,CEM,688,fine_log1p,ES vs LT,0.5,0.0,0.0,0.0
full,CEM,688,fine_log1p,ES vs LT,0.75,0.0,0.0,0.0
full,CEM,688,fine_log1p,ES vs LT,0.9,0.0,0.0,0.0
full,CEM,688,fine_log1p,ES vs SI,0.25,0.0,0.0,0.0
full,CEM,688,fine_log1p,ES vs SI,0.5,0.0,0.0,0.0
full,CEM,688,fine_log1p,ES vs SI,0.75,0.0,0.0,0.0
full,CEM,688,fine_log1p,ES vs SI,0.9,0.0,0.0,0.0
full,CEM,688,fine_log1p,IS vs LT,0.25,0.0,0.0,0.0
full,CEM,688,fine_log1p,IS vs LT,0.5,0.0,0.0,0.0
full,CEM,688,fine_log1p,IS vs LT,0.75,0.0,0.0,0.0
full,CEM,688,fine_log1p,IS vs LT,0.9,0.0,0.0,0.0
full,CEM,688,fine_log1p,IS vs SI,0.25,0.0,0.0,0.0
full,CEM,688,fine_log1p,IS vs SI,0.5,0.0,0.0,0.0
full,CEM,688,fine_log1p,IS vs SI,0.75,0.0,0.0,0.0
