dataset,level,stratum,outcome,pair,quantile,qa,qb,diff
full,RiskBand,17,fine_positive,IS vs NO,0.25,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IS vs NO,0.5,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IS vs NO,0.75,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IS vs NO,0.9,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IS vs PL,0.25,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IS vs PL,0.5,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IS vs PL,0.75,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IS vs PL,0.9,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IS vs RO,0.25,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IS vs RO,0.5,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IS vs RO,0.75,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IS vs RO,0.9,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IS vs SE,0.25,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IS vs SE,0.5,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IS vs SE,0.75,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IS vs SE,0.9,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IT vs LV,0.25,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IT vs LV,0.5,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IT vs LV,0.75,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IT vs LV,0.9,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IT vs NL,0.25,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IT vs NL,0.5,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IT vs NL,0.75,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IT vs NL,0.9,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IT vs NO,0.25,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IT vs NO,0.5,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IT vs NO,0.75,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IT vs NO,0.9,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IT vs PL,0.25,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IT vs PL,0.5,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IT vs PL,0.75,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IT vs PL,0.9,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IT vs RO,0.25,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IT vs RO,0.5,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IT vs RO,0.75,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IT vs RO,0.9,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IT vs SE,0.25,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IT vs SE,0.5,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IT vs SE,0.75,1.0,1.0,0.0
full,RiskBand,17,fine_positive,IT vs SE,0.9,1.0,1.0,0.0
full,RiskBand,17,fine_positive,LV vs NL,0.25,1.0,1.0,0.0
full,RiskBand,17,fine_positive,LV vs NL,0.5,1.0,1.0,0.0
full,RiskBand,17,fine_positive,LV vs NL,0.75,1.0,1.0,0.0
full,RiskBand,17,fine_positive,LV vs NL,0.9,1.0,1.0,0.0
full,RiskBand,17,fine_positive,LV vs NO,0.25,1.0,1.0,0.0
full,RiskBand,17,fine_positive,LV vs NO,0.5,1.0,1.0,0.0
full,RiskBand,17,fine_positive,LV vs NO,0.75,1.0,1.0,0.0
full,RiskBand,17,fine_positive,LV vs NO,0.9,1.0,1.0,0.0
full,RiskBand,17,fine_positive,LV vs PL,0.25,1.0,1.0,0.0
full,RiskBand,17,fine_positive,LV vs PL,0.5,1.0,1.0,0.0
full,RiskBand,17,fine_positive,LV vs PL,0.75,1.0,1.0,0.0
full,RiskBand,17,fine_positive,LV vs PL,0.9,1.0,1.0,0.0
full,RiskBand,17,fine_positive,LV vs RO,0.25,1.0,1.0,0.0
full,RiskBand,17,fine_positive,LV vs RO,0.5,1.0,1.0,0.0
full,RiskBand,17,fine_positive,LV vs RO,0.75,1.0,1.0,0.0
full,RiskBand,17,fine_positive,LV vs RO,0.9,1.0,1.0,0.0
full,RiskBand,17,fine_positive,LV vs SE,0.25,1.0,1.0,0.0
full,RiskBand,17,fine_positive,LV vs SE,0.5,1.0,1.0,0.0
full,RiskBand,17,fine_positive,LV vs SE,0.75,1.0,1.0,0.0
full,RiskBand,17,fine_positive,LV vs SE,0.9,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NL vs NO,0.25,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NL vs NO,0.5,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NL vs NO,0.75,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NL vs NO,0.9,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NL vs PL,0.25,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NL vs PL,0.5,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NL vs PL,0.75,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NL vs PL,0.9,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NL vs RO,0.25,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NL vs RO,0.5,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NL vs RO,0.75,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NL vs RO,0.9,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NL vs SE,0.25,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NL vs SE,0.5,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NL vs SE,0.75,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NL vs SE,0.9,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NO vs PL,0.25,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NO vs PL,0.5,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NO vs PL,0.75,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NO vs PL,0.9,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NO vs RO,0.25,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NO vs RO,0.5,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NO vs RO,0.75,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NO vs RO,0.9,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NO vs SE,0.25,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NO vs SE,0.5,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NO vs SE,0.75,1.0,1.0,0.0
full,RiskBand,17,fine_positive,NO vs SE,0.9,1.0,1.0,0.0
full,RiskBand,17,fine_positive,PL vs RO,0.25,1.0,1.0,0.0
full,RiskBand,17,fine_positive,PL vs RO,0.5,1.0,1.0,0.0
full,RiskBand,17,fine_positive,PL vs RO,0.75,1.0,1.0,0.0
full,RiskBand,17,fine_positive,PL vs RO,0.9,1.0,1.0,0.0
full,RiskBand,17,fine_positive,PL vs SE,0.25,1.0,1.0,0.0
full,RiskBand,17,fine_positive,PL vs SE,0.5,1.0,1.0,0.0
full,RiskBand,17,fine_positive,PL vs SE,0.75,1.0,1.0,0.0
full,RiskBand,17,fine_positive,PL vs SE,0.9,1.0,1.0,0.0
full,RiskBand,17,fine_positive,RO vs SE,0.25,1.0,1.0,0.0
full,RiskBand,17,fine_positive,RO vs SE,0.5,1.0,1.0,0.0
full,RiskBand,17,fine_positive,RO vs SE,0.75,1.0,1.0,0.0
full,RiskBand,17,fine_positive,RO vs SE,0.9,1.0,1.0,0.0
full,RiskBand,17,fine_eur,DE vs ES,0.25,300000.0,1200.0,298800.0
full,RiskBand,17,fine_eur,DE vs ES,0.5,525000.0,120000.0,405000.0
full,RiskBand,17,fine_eur,DE vs ES,0.75,1100000.0,220000.0,880000.0
full,RiskBand,17,fine_eur,DE vs ES,0.9,1100000.0,270000.0,830000.0
full,RiskBand,17,fine_eur,DE vs FI,0.25,300000.0,440000.0,-140000.0
full,RiskBand,17,fine_eur,DE vs FI,0.5,525000.0,440000.0,85000.0
full,RiskBand,17,fine_eur,DE vs FI,0.75,1100000.0,440000.0,660000.0
full,RiskBand,17,fine_eur,DE vs FI,0.9,1100000.0,440000.0,660000.0
full,RiskBand,17,fine_eur,DE vs FR,0.25,300000.0,310000.0,-10000.0
full,RiskBand,17,fine_eur,DE vs FR,0.5,525000.0,310000.0,215000.0
full,RiskBand,17,fine_eur,DE vs FR,0.75,1100000.0,310000.0,790000.0
full,RiskBand,17,fine_eur,DE vs FR,0.9,1100000.0,1000000.0,100000.0
full,RiskBand,17,fine_eur,DE vs GB,0.25,300000.0,234000.0,66000.0
full,RiskBand,17,fine_eur,DE vs GB,0.5,525000.0,234000.0,291000.0
full,RiskBand,17,fine_eur,DE vs GB,0.75,1100000.0,234000.0,866000.0
full,RiskBand,17,fine_eur,DE vs GB,0.9,1100000.0,234000.0,866000.0
full,RiskBand,17,fine_eur,DE vs GR,0.25,300000.0,5000.0,295000.0
full,RiskBand,17,fine_eur,DE vs GR,0.5,525000.0,5000.0,520000.0
full,RiskBand,17,fine_eur,DE vs GR,0.75,1100000.0,5000.0,1095000.0
full,RiskBand,17,fine_eur,DE vs GR,0.9,1100000.0,10000.0,1090000.0
full,RiskBand,17,fine_eur,DE vs HU,0.25,300000.0,13000.0,287000.0
full,RiskBand,17,fine_eur,DE vs HU,0.5,525000.0,13000.0,512000.0
full,RiskBand,17,fine_eur,DE vs HU,0.75,1100000.0,650000.0,450000.0
full,RiskBand,17,fine_eur,DE vs HU,0.9,1100000.0,650000.0,450000.0
full,RiskBand,17,fine_eur,DE vs IE,0.25,300000.0,125.0,299875.0
full,RiskBand,17,fine_eur,DE vs IE,0.5,525000.0,125.0,524875.0
full,RiskBand,17,fine_eur,DE vs IE,0.75,1100000.0,125.0,1099875.0
full,RiskBand,17,fine_eur,DE vs IE,0.9,1100000.0,125.0,1099875.0
full,RiskBand,17,fine_eur,DE vs IS,0.25,300000.0,257426.92,42573.07999999999
full,RiskBand,17,fine_eur,DE vs IS,0.5,525000.0,257426.92,267573.07999999996
full,RiskBand,17,fine_eur,DE vs IS,0.75,1100000.0,257426.92,842573.08
full,RiskBand,17,fine_eur,DE vs IS,0.9,1100000.0,257426.92,842573.08
full,RiskBand,17,fine_eur,DE vs IT,0.25,300000.0,1000.0,299000.0
full,RiskBand,17,fine_eur,DE vs IT,0.5,525000.0,5000.0,520000.0
full,RiskBand,17,fine_eur,DE vs IT,0.75,1100000.0,2500000.0,-1400000.0
full,RiskBand,17,fine_eur,DE vs IT,0.9,1100000.0,2500000.0,-1400000.0
full,RiskBand,17,fine_eur,DE vs LV,0.25,300000.0,1000.0,299000.0
full,RiskBand,17,fine_eur,DE vs LV,0.5,525000.0,1000.0,524000.0
full,RiskBand,17,fine_eur,DE vs LV,0.75,1100000.0,1000.0,1099000.0
full,RiskBand,17,fine_eur,DE vs LV,0.9,1100000.0,1000.0,1099000.0
full,RiskBand,17,fine_eur,DE vs NL,0.25,300000.0,30000.0,270000.0
full,RiskBand,17,fine_eur,DE vs NL,0.5,525000.0,475000.0,50000.0
full,RiskBand,17,fine_eur,DE vs NL,0.75,1100000.0,525000.0,575000.0
full,RiskBand,17,fine_eur,DE vs NL,0.9,1100000.0,525000.0,575000.0
full,RiskBand,17,fine_eur,DE vs NO,0.25,300000.0,142400.0,157600.0
full,RiskBand,17,fine_eur,DE vs NO,0.5,525000.0,142400.0,382600.0
full,RiskBand,17,fine_eur,DE vs NO,0.75,1100000.0,142400.0,957600.0
full,RiskBand,17,fine_eur,DE vs NO,0.9,1100000.0,1780000.0,-680000.0
full,RiskBand,17,fine_eur,DE vs PL,0.25,300000.0,30000.0,270000.0
full,RiskBand,17,fine_eur,DE vs PL,0.5,525000.0,30000.0,495000.0
full,RiskBand,17,fine_eur,DE vs PL,0.75,1100000.0,30000.0,1070000.0
full,RiskBand,17,fine_eur,DE vs PL,0.9,1100000.0,452760.52,647239.48
full,RiskBand,17,fine_eur,DE vs RO,0.25,300000.0,24886.5,275113.5
full,RiskBand,17,fine_eur,DE vs RO,0.5,525000.0,24886.5,500113.5
full,RiskBand,17,fine_eur,DE vs RO,0.75,1100000.0,24886.5,1075113.5
full,RiskBand,17,fine_eur,DE vs RO,0.9,1100000.0,24886.5,1075113.5
full,RiskBand,17,fine_eur,DE vs SE,0.25,300000.0,217500.0,82500.0
full,RiskBand,17,fine_eur,DE vs SE,0.5,525000.0,6525000.0,-6000000.0
full,RiskBand,17,fine_eur,DE vs SE,0.75,1100000.0,6525000.0,-5425000.0
full,RiskBand,17,fine_eur,DE vs SE,0.9,1100000.0,6525000.0,-5425000.0
full,RiskBand,17,fine_eur,ES vs FI,0.25,1200.0,440000.0,-438800.0
full,RiskBand,17,fine_eur,ES vs FI,0.5,120000.0,440000.0,-320000.0
full,RiskBand,17,fine_eur,ES vs FI,0.75,220000.0,440000.0,-220000.0
full,RiskBand,17,fine_eur,ES vs FI,0.9,270000.0,440000.0,-170000.0
full,RiskBand,17,fine_eur,ES vs FR,0.25,1200.0,310000.0,-308800.0
full,RiskBand,17,fine_eur,ES vs FR,0.5,120000.0,310000.0,-190000.0
full,RiskBand,17,fine_eur,ES vs FR,0.75,220000.0,310000.0,-90000.0
full,RiskBand,17,fine_eur,ES vs FR,0.9,270000.0,1000000.0,-730000.0
full,RiskBand,17,fine_eur,ES vs GB,0.25,1200.0,234000.0,-232800.0
full,RiskBand,17,fine_eur,ES vs GB,0.5,120000.0,234000.0,-114000.0
full,RiskBand,17,fine_eur,ES vs GB,0.75,220000.0,234000.0,-14000.0
full,RiskBand,17,fine_eur,ES vs GB,0.9,270000.0,234000.0,36000.0
full,RiskBand,17,fine_eur,ES vs GR,0.25,1200.0,5000.0,-3800.0
full,RiskBand,17,fine_eur,ES vs GR,0.5,120000.0,5000.0,115000.0
full,RiskBand,17,fine_eur,ES vs GR,0.75,220000.0,5000.0,215000.0
full,RiskBand,17,fine_eur,ES vs GR,0.9,270000.0,10000.0,260000.0
full,RiskBand,17,fine_eur,ES vs HU,0.25,1200.0,13000.0,-11800.0
full,RiskBand,17,fine_eur,ES vs HU,0.5,120000.0,13000.0,107000.0
full,RiskBand,17,fine_eur,ES vs HU,0.75,220000.0,650000.0,-430000.0
full,RiskBand,17,fine_eur,ES vs HU,0.9,270000.0,650000.0,-380000.0
full,RiskBand,17,fine_eur,ES vs IE,0.25,1200.0,125.0,1075.0
full,RiskBand,17,fine_eur,ES vs IE,0.5,120000.0,125.0,119875.0
full,RiskBand,17,fine_eur,ES vs IE,0.75,220000.0,125.0,219875.0
full,RiskBand,17,fine_eur,ES vs IE,0.9,270000.0,125.0,269875.0
full,RiskBand,17,fine_eur,ES vs IS,0.25,1200.0,257426.92,-256226.92
full,RiskBand,17,fine_eur,ES vs IS,0.5,120000.0,257426.92,-137426.92
full,RiskBand,17,fine_eur,ES vs IS,0.75,220000.0,257426.92,-37426.92000000001
full,RiskBand,17,fine_eur,ES vs IS,0.9,270000.0,257426.92,12573.079999999987
full,RiskBand,17,fine_eur,ES vs IT,0.25,1200.0,1000.0,200.0
full,RiskBand,17,fine_eur,ES vs IT,0.5,120000.0,5000.0,115000.0
full,RiskBand,17,fine_eur,ES vs IT,0.75,220000.0,2500000.0,-2280000.0
full,RiskBand,17,fine_eur,ES vs IT,0.9,270000.0,2500000.0,-2230000.0
full,RiskBand,17,fine_eur,ES vs LV,0.25,1200.0,1000.0,200.0
full,RiskBand,17,fine_eur,ES vs LV,0.5,120000.0,1000.0,119000.0
full,RiskBand,17,fine_eur,ES vs LV,0.75,220000.0,1000.0,219000.0
full,RiskBand,17,fine_eur,ES vs LV,0.9,270000.0,1000.0,269000.0
full,RiskBand,17,fine_eur,ES vs NL,0.25,1200.0,30000.0,-28800.0
full,RiskBand,17,fine_eur,ES vs NL,0.5,120000.0,475000.0,-355000.0
full,RiskBand,17,fine_eur,ES vs NL,0.75,220000.0,525000.0,-305000.0
full,RiskBand,17,fine_eur,ES vs NL,0.9,270000.0,525000.0,-255000.0
full,RiskBand,17,fine_eur,ES vs NO,0.25,1200.0,142400.0,-141200.0
full,RiskBand,17,fine_eur,ES vs NO,0.5,120000.0,142400.0,-22400.0
full,RiskBand,17,fine_eur,ES vs NO,0.75,220000.0,142400.0,77600.0
full,RiskBand,17,fine_eur,ES vs NO,0.9,270000.0,1780000.0,-1510000.0
full,RiskBand,17,fine_eur,ES vs PL,0.25,1200.0,30000.0,-28800.0
full,RiskBand,17,fine_eur,ES vs PL,0.5,120000.0,30000.0,90000.0
full,RiskBand,17,fine_eur,ES vs PL,0.75,220000.0,30000.0,190000.0
full,RiskBand,17,fine_eur,ES vs PL,0.9,270000.0,452760.52,-182760.52000000002
full,RiskBand,17,fine_eur,ES vs RO,0.25,1200.0,24886.5,-23686.5
full,RiskBand,17,fine_eur,ES vs RO,0.5,120000.0,24886.5,95113.5
full,RiskBand,17,fine_eur,ES vs RO,0.75,220000.0,24886.5,195113.5
full,RiskBand,17,fine_eur,ES vs RO,0.9,270000.0,24886.5,245113.5
full,RiskBand,17,fine_eur,ES vs SE,0.25,1200.0,217500.0,-216300.0
full,RiskBand,17,fine_eur,ES vs SE,0.5,120000.0,6525000.0,-6405000.0
full,RiskBand,17,fine_eur,ES vs SE,0.75,220000.0,6525000.0,-6305000.0
full,RiskBand,17,fine_eur,ES vs SE,0.9,270000.0,6525000.0,-6255000.0
full,RiskBand,17,fine_eur,FI vs FR,0.25,440000.0,310000.0,130000.0
full,RiskBand,17,fine_eur,FI vs FR,0.5,440000.0,310000.0,130000.0
full,RiskBand,17,fine_eur,FI vs FR,0.75,440000.0,310000.0,130000.0
full,RiskBand,17,fine_eur,FI vs FR,0.9,440000.0,1000000.0,-560000.0
full,RiskBand,17,fine_eur,FI vs GB,0.25,440000.0,234000.0,206000.0
full,RiskBand,17,fine_eur,FI vs GB,0.5,440000.0,234000.0,206000.0
full,RiskBand,17,fine_eur,FI vs GB,0.75,440000.0,234000.0,206000.0
full,RiskBand,17,fine_eur,FI vs GB,0.9,440000.0,234000.0,206000.0
full,RiskBand,17,fine_eur,FI vs GR,0.25,440000.0,5000.0,435000.0
full,RiskBand,17,fine_eur,FI vs GR,0.5,440000.0,5000.0,435000.0
full,RiskBand,17,fine_eur,FI vs GR,0.75,440000.0,5000.0,435000.0
full,RiskBand,17,fine_eur,FI vs GR,0.9,440000.0,10000.0,430000.0
full,RiskBand,17,fine_eur,FI vs HU,0.25,440000.0,13000.0,427000.0
full,RiskBand,17,fine_eur,FI vs HU,0.5,440000.0,13000.0,427000.0
full,RiskBand,17,fine_eur,FI vs HU,0.75,440000.0,650000.0,-210000.0
full,RiskBand,17,fine_eur,FI vs HU,0.9,440000.0,650000.0,-210000.0
full,RiskBand,17,fine_eur,FI vs IE,0.25,440000.0,125.0,439875.0
full,RiskBand,17,fine_eur,FI vs IE,0.5,440000.0,125.0,439875.0
full,RiskBand,17,fine_eur,FI vs IE,0.75,440000.0,125.0,439875.0
full,RiskBand,17,fine_eur,FI vs IE,0.9,440000.0,125.0,439875.0
full,RiskBand,17,fine_eur,FI vs IS,0.25,440000.0,257426.92,182573.08
full,RiskBand,17,fine_eur,FI vs IS,0.5,440000.0,257426.92,182573.08
full,RiskBand,17,fine_eur,FI vs IS,0.75,440000.0,257426.92,182573.08
full,RiskBand,17,fine_eur,FI vs IS,0.9,440000.0,257426.92,182573.08
full,RiskBand,17,fine_eur,FI vs IT,0.25,440000.0,1000.0,439000.0
full,RiskBand,17,fine_eur,FI vs IT,0.5,440000.0,5000.0,435000.0
full,RiskBand,17,fine_eur,FI vs IT,0.75,440000.0,2500000.0,-2060000.0
full,RiskBand,17,fine_eur,FI vs IT,0.9,440000.0,2500000.0,-2060000.0
full,RiskBand,17,fine_eur,FI vs LV,0.25,440000.0,1000.0,439000.0
full,RiskBand,17,fine_eur,FI vs LV,0.5,440000.0,1000.0,439000.0
full,RiskBand,17,fine_eur,FI vs LV,0.75,440000.0,1000.0,439000.0
full,RiskBand,17,fine_eur,FI vs LV,0.9,440000.0,1000.0,439000.0
full,RiskBand,17,fine_eur,FI vs NL,0.25,440000.0,30000.0,410000.0
full,RiskBand,17,fine_eur,FI vs NL,0.5,440000.0,475000.0,-35000.0
full,RiskBand,17,fine_eur,FI vs NL,0.75,440000.0,525000.0,-85000.0
full,RiskBand,17,fine_eur,FI vs NL,0.9,440000.0,525000.0,-85000.0
full,RiskBand,17,fine_eur,FI vs NO,0.25,440000.0,142400.0,297600.0
full,RiskBand,17,fine_eur,FI vs NO,0.5,440000.0,142400.0,297600.0
full,RiskBand,17,fine_eur,FI vs NO,0.75,440000.0,142400.0,297600.0
full,RiskBand,17,fine_eur,FI vs NO,0.9,440000.0,1780000.0,-1340000.0
full,RiskBand,17,fine_eur,FI vs PL,0.25,440000.0,30000.0,410000.0
full,RiskBand,17,fine_eur,FI vs PL,0.5,440000.0,30000.0,410000.0
full,RiskBand,17,fine_eur,FI vs PL,0.75,440000.0,30000.0,410000.0
full,RiskBand,17,fine_eur,FI vs PL,0.9,440000.0,452760.52,-12760.520000000019
full,RiskBand,17,fine_eur,FI vs RO,0.25,440000.0,24886.5,415113.5
full,RiskBand,17,fine_eur,FI vs RO,0.5,440000.0,24886.5,415113.5
full,RiskBand,17,fine_eur,FI vs RO,0.75,440000.0,24886.5,415113.5
full,RiskBand,17,fine_eur,FI vs RO,0.9,440000.0,24886.5,415113.5
full,RiskBand,17,fine_eur,FI vs SE,0.25,440000.0,217500.0,222500.0
full,RiskBand,17,fine_eur,FI vs SE,0.5,440000.0,6525000.0,-6085000.0
full,RiskBand,17,fine_eur,FI vs SE,0.75,440000.0,6525000.0,-6085000.0
full,RiskBand,17,fine_eur,FI vs SE,0.9,440000.0,6525000.0,-6085000.0
full,RiskBand,17,fine_eur,FR vs GB,0.25,310000.0,234000.0,76000.0
full,RiskBand,17,fine_eur,FR vs GB,0.5,310000.0,234000.0,76000.0
full,RiskBand,17,fine_eur,FR vs GB,0.75,310000.0,234000.0,76000.0
full,RiskBand,17,fine_eur,FR vs GB,0.9,1000000.0,234000.0,766000.0
full,RiskBand,17,fine_eur,FR vs GR,0.25,310000.0,5000.0,305000.0
full,RiskBand,17,fine_eur,FR vs GR,0.5,310000.0,5000.0,305000.0
full,RiskBand,17,fine_eur,FR vs GR,0.75,310000.0,5000.0,305000.0
full,RiskBand,17,fine_eur,FR vs GR,0.9,1000000.0,10000.0,990000.0
full,RiskBand,17,fine_eur,FR vs HU,0.25,310000.0,13000.0,297000.0
full,RiskBand,17,fine_eur,FR vs HU,0.5,310000.0,13000.0,297000.0
full,RiskBand,17,fine_eur,FR vs HU,0.75,310000.0,650000.0,-340000.0
full,RiskBand,17,fine_eur,FR vs HU,0.9,1000000.0,650000.0,350000.0
full,RiskBand,17,fine_eur,FR vs IE,0.25,310000.0,125.0,309875.0
full,RiskBand,17,fine_eur,FR vs IE,0.5,310000.0,125.0,309875.0
full,RiskBand,17,fine_eur,FR vs IE,0.75,310000.0,125.0,309875.0
full,RiskBand,17,fine_eur,FR vs IE,0.9,1000000.0,125.0,999875.0
full,RiskBand,17,fine_eur,FR vs IS,0.25,310000.0,257426.92,52573.07999999999
full,RiskBand,17,fine_eur,FR vs IS,0.5,310000.0,257426.92,52573.07999999999
full,RiskBand,17,fine_eur,FR vs IS,0.75,310000.0,257426.92,52573.07999999999
full,RiskBand,17,fine_eur,FR vs IS,0.9,1000000.0,257426.92,742573.08
full,RiskBand,17,fine_eur,FR vs IT,0.25,310000.0,1000.0,309000.0
full,RiskBand,17,fine_eur,FR vs IT,0.5,310000.0,5000.0,305000.0
full,RiskBand,17,fine_eur,FR vs IT,0.75,310000.0,2500000.0,-2190000.0
full,RiskBand,17,fine_eur,FR vs IT,0.9,1000000.0,2500000.0,-1500000.0
full,RiskBand,17,fine_eur,FR vs LV,0.25,310000.0,1000.0,309000.0
full,RiskBand,17,fine_eur,FR vs LV,0.5,310000.0,1000.0,309000.0
full,RiskBand,17,fine_eur,FR vs LV,0.75,310000.0,1000.0,309000.0
full,RiskBand,17,fine_eur,FR vs LV,0.9,1000000.0,1000.0,999000.0
full,RiskBand,17,fine_eur,FR vs NL,0.25,310000.0,30000.0,280000.0
full,RiskBand,17,fine_eur,FR vs NL,0.5,310000.0,475000.0,-165000.0
full,RiskBand,17,fine_eur,FR vs NL,0.75,310000.0,525000.0,-215000.0
full,RiskBand,17,fine_eur,FR vs NL,0.9,1000000.0,525000.0,475000.0
full,RiskBand,17,fine_eur,FR vs NO,0.25,310000.0,142400.0,167600.0
full,RiskBand,17,fine_eur,FR vs NO,0.5,310000.0,142400.0,167600.0
full,RiskBand,17,fine_eur,FR vs NO,0.75,310000.0,142400.0,167600.0
full,RiskBand,17,fine_eur,FR vs NO,0.9,1000000.0,1780000.0,-780000.0
full,RiskBand,17,fine_eur,FR vs PL,0.25,310000.0,30000.0,280000.0
full,RiskBand,17,fine_eur,FR vs PL,0.5,310000.0,30000.0,280000.0
full,RiskBand,17,fine_eur,FR vs PL,0.75,310000.0,30000.0,280000.0
full,RiskBand,17,fine_eur,FR vs PL,0.9,1000000.0,452760.52,547239.48
full,RiskBand,17,fine_eur,FR vs RO,0.25,310000.0,24886.5,285113.5
full,RiskBand,17,fine_eur,FR vs RO,0.5,310000.0,24886.5,285113.5
full,RiskBand,17,fine_eur,FR vs RO,0.75,310000.0,24886.5,285113.5
full,RiskBand,17,fine_eur,FR vs RO,0.9,1000000.0,24886.5,975113.5
full,RiskBand,17,fine_eur,FR vs SE,0.25,310000.0,217500.0,92500.0
full,RiskBand,17,fine_eur,FR vs SE,0.5,310000.0,6525000.0,-6215000.0
full,RiskBand,17,fine_eur,FR vs SE,0.75,310000.0,6525000.0,-6215000.0
full,RiskBand,17,fine_eur,FR vs SE,0.9,1000000.0,6525000.0,-5525000.0
full,RiskBand,17,fine_eur,GB vs GR,0.25,234000.0,5000.0,229000.0
full,RiskBand,17,fine_eur,GB vs GR,0.5,234000.0,5000.0,229000.0
full,RiskBand,17,fine_eur,GB vs GR,0.75,234000.0,5000.0,229000.0
full,RiskBand,17,fine_eur,GB vs GR,0.9,234000.0,10000.0,224000.0
full,RiskBand,17,fine_eur,GB vs HU,0.25,234000.0,13000.0,221000.0
full,RiskBand,17,fine_eur,GB vs HU,0.5,234000.0,13000.0,221000.0
full,RiskBand,17,fine_eur,GB vs HU,0.75,234000.0,650000.0,-416000.0
full,RiskBand,17,fine_eur,GB vs HU,0.9,234000.0,650000.0,-416000.0
full,RiskBand,17,fine_eur,GB vs IE,0.25,234000.0,125.0,233875.0
full,RiskBand,17,fine_eur,GB vs IE,0.5,234000.0,125.0,233875.0
full,RiskBand,17,fine_eur,GB vs IE,0.75,234000.0,125.0,233875.0
full,RiskBand,17,fine_eur,GB vs IE,0.9,234000.0,125.0,233875.0
full,RiskBand,17,fine_eur,GB vs IS,0.25,234000.0,257426.92,-23426.920000000013
full,RiskBand,17,fine_eur,GB vs IS,0.5,234000.0,257426.92,-23426.920000000013
full,RiskBand,17,fine_eur,GB vs IS,0.75,234000.0,257426.92,-23426.920000000013
full,RiskBand,17,fine_eur,GB vs IS,0.9,234000.0,257426.92,-23426.920000000013
full,RiskBand,17,fine_eur,GB vs IT,0.25,234000.0,1000.0,233000.0
full,RiskBand,17,fine_eur,GB vs IT,0.5,234000.0,5000.0,229000.0
full,RiskBand,17,fine_eur,GB vs IT,0.75,234000.0,2500000.0,-2266000.0
