feature,Coef.,Std.Err.,z,P>|z|,[0.025,0.975],target
const,-27.72875954699569,356116.1809661176,-7.786436289350728e-05,0.9999378732270733,-698002.6177650858,697947.1602459918,power_warning_flag
breach_case,0.21014344956133832,0.12447587639608304,1.6882263105556334,0.09136779445074468,-0.033824785119043854,0.4541116842417205,power_warning_flag
n_principles_discussed,-0.1204460481866258,0.13575910456024534,-0.8872042031860624,0.37496896990207695,-0.3865290036981141,0.1456369073248625,power_warning_flag
n_principles_violated,0.22451940174272295,0.14152034981954326,1.5864813931636985,0.11263014972075022,-0.05285538698309139,0.5018941904685372,power_warning_flag
n_corrective_measures,0.8750276913067168,0.09804157801561961,8.925067395052645,4.45427917166162e-19,0.6828697294086283,1.0671856532048052,power_warning_flag
turnover_log1p,-0.2235932303404145,0.12948494478608225,-1.7267894017316485,0.08420549256898933,-0.47737905866129315,0.030192597980464142,power_warning_flag
decision_year_centered,-0.05723905055722677,0.09159412553587454,-0.6249205418180235,0.5320232095402047,-0.23676023780298136,0.1222821366885278,power_warning_flag
art33_required_flag,-0.15754320270709232,0.579553288999229,-0.27183557698229527,0.7857484484210777,-1.2934467762673147,0.97836037085313,power_warning_flag
art33_submitted_flag,-1.2427826112290155,0.9358801429852348,-1.3279292445129083,0.18420148253754898,-3.0770739853262716,0.591508762868241,power_warning_flag
art33_timely_flag,0.2898176343234141,0.775792777898744,0.3735760921987352,0.7087197238130414,-1.2307082698244054,1.8103435384712334,power_warning_flag
art34_required_flag,1.249202492519498,0.7057632302602497,1.770002231568306,0.07672676897760841,-0.1340680204032405,2.6324730054422365,power_warning_flag
subjects_notified_flag,-0.9351693509947998,0.8465274113945251,-1.1047124268005102,0.26928421702367034,-2.594332589253991,0.7239938872643912,power_warning_flag
q15_case_initiation_BREACH_NOTIFICATION,0.5022188825807059,0.8066827323101895,0.6225729924110862,0.5335651635826311,-1.0788502196976308,2.0832879848590427,power_warning_flag
q15_case_initiation_EX_OFFICIO_DPA_INITIATIVE,-1.1408741707529828,0.33039334501412326,-3.4530785440130884,0.0005542276032790695,-1.7884332277123807,-0.49331511379358495,power_warning_flag
q15_case_initiation_MEDIA_PUBLIC_ATTENTION,-3.8442537813552455,2.213491225092577,-1.7367377551697607,0.08243347033640111,-8.182616862632138,0.4941092999216474,power_warning_flag
q25_sensitive_data_ARTICLE_9_SPECIAL_CATEGORY,0.12425191315306451,0.2965326668624216,0.4190159366512967,0.6752044853780519,-0.4569414341368957,0.7054452604430247,power_warning_flag
q25_sensitive_data_ARTICLE_10_CRIMINAL,0.1399815598206573,1.0509718747043597,0.1331924889617378,0.8940411508627575,-1.91988546336443,2.1998485830057444,power_warning_flag
q28_mitigations_IMMEDIATE_CONTAINMENT,-0.4132569044924674,0.5186152875918983,-0.7968467462873209,0.42554004232549025,-1.4297241900044706,0.6032103810195357,power_warning_flag
q28_mitigations_SECURITY_IMPROVEMENTS,0.6002441231586801,0.6096679489803338,0.9845426910871484,0.3248487517049209,-0.5946830993711774,1.7951713456885376,power_warning_flag
q28_mitigations_COOPERATION_WITH_DPA,-0.3726517799645568,0.618439431665257,-0.6025679490732444,0.546796147523963,-1.5847707926478802,0.8394672327187667,power_warning_flag
q41_aggrav_PREVIOUS_INFRINGEMENTS,-0.7718916545613608,0.5130744673881037,-1.5044437087092088,0.1324671571498684,-1.7774991320291145,0.23371582290639292,power_warning_flag
q41_aggrav_INTENT_NEGLIGENCE,-0.9625413351443077,0.3167909257038275,-3.0384119526333966,0.0023782859226773724,-1.5834401401529137,-0.3416425301357018,power_warning_flag
q42_mitig_COOPERATION_WITH_AUTHORITY,-0.05470917153781624,0.2534402490128643,-0.2158661528739236,0.8290920811586933,-0.5514429318358933,0.44202458876026085,power_warning_flag
q46_vuln_CHILDREN,0.5809470206627175,0.2969113690049952,1.9566344751619926,0.05039045872200578,-0.0009885691875551883,1.1628826105129901,power_warning_flag
q46_vuln_EMPLOYEES,-0.30829283126592083,0.2778568888906158,-1.1095381960721757,0.26719807634154946,-0.8528823263478753,0.2362966638160336,power_warning_flag
q46_vuln_FINANCIALLY_VULNERABLE,-2.82512492217469,2.0875210541397164,-1.3533396065980978,0.17594716161151314,-6.916591005257622,1.266341160908242,power_warning_flag
q21_breach_types_count,0.05962611322647515,0.13858651574229647,0.4302446952151588,0.6670176526013422,-0.21199846637131914,0.33125069282426944,power_warning_flag
q25_sensitive_data_count,0.5185065624079368,0.18757510371206285,2.764261099404057,0.005705186727060446,0.1508661147359282,0.8861470100799453,power_warning_flag
q28_mitigations_count,-0.031757605107560066,0.2895689267624015,-0.10967200611831522,0.9126695023447473,-0.5993022726037835,0.5357870623886634,power_warning_flag
q41_aggrav_count,-0.4062481841766036,0.20137932826229393,-2.0173281323466856,0.043661281677704354,-0.8009444148015687,-0.01155195355163846,power_warning_flag
q42_mitig_count,0.085676991711212,0.13211424279339498,0.648506852097671,0.5166571804487416,-0.17326216600862254,0.34461614943104657,power_warning_flag
q46_vuln_count,0.04582078403950496,0.1850957689922659,0.24755176354906064,0.8044812362248932,-0.3169602568760819,0.40860182495509184,power_warning_flag
q47_remedial_count,0.14567896477259867,0.12606904627391174,1.1555490350587743,0.24786566462865,-0.10141182548958183,0.3927697550347792,power_warning_flag
country_group_EU,2.1438140408942443,0.6218904607644342,3.447253457239151,0.00056631702125175,0.9249311354669336,3.362696946321555,power_warning_flag
country_group_EU_INSTITUTION,-21.590453705849903,356123.9993789716,-6.0626224976414145e-05,0.9999516272711412,-698011.8032668547,697968.622359443,power_warning_flag
country_group_NON_EEA,-21.741757698348323,25321.481294129044,-0.0008586289816855737,0.9993149132762346,-49650.933129395955,49607.449613999255,power_warning_flag
country_group_UNKNOWN,-19.96637072425171,39569.333264426714,-0.0005045920433084908,0.999597393816225,-77574.43446126334,77534.50171981483,power_warning_flag
isic_section_C,-0.05835336044693307,369524.586020669,-1.5791468999486037e-07,0.9999998740023069,-724254.9383559448,724254.821649224,power_warning_flag
isic_section_D,23.671672354090987,356116.1809671344,6.647176853858156e-05,0.9999469632021929,-697951.2173351776,697998.5606798858,power_warning_flag
isic_section_E,23.013511149336317,356116.18096830207,6.462360425960188e-05,0.9999484378239337,-697951.875498671,697997.9025209696,power_warning_flag
isic_section_F,24.484687104030208,356116.18096957554,6.875477277490526e-05,0.9999451416283646,-697950.4043252122,697999.3736994202,power_warning_flag
isic_section_G,23.054119811575987,356116.18096701906,6.473763632130801e-05,0.9999483468395124,-697951.834887494,697997.9431271172,power_warning_flag
isic_section_H,-0.33733596837672586,359560.35485871707,-9.381901086099332e-07,0.9999992514325973,-704725.6831274952,704725.0084555584,power_warning_flag
isic_section_I,23.40348621415451,356116.1809675365,6.571868245517315e-05,0.9999475640779505,-697951.4855221057,697998.2924945339,power_warning_flag
isic_section_J,23.75338774818885,356116.18096667336,6.670123127713699e-05,0.9999467801174169,-697951.1356188799,697998.6423943762,power_warning_flag
isic_section_K,23.076720592128055,356116.1809668635,6.48011009482193e-05,0.9999482962020666,-697951.8122864087,697997.9657275929,power_warning_flag
isic_section_L,-0.8334483079631179,366886.7632447811,-2.2716772352101843e-06,0.9999981874638069,-719085.6758125526,719084.0089159367,power_warning_flag
isic_section_M,23.20154777004875,356116.180968146,6.515162469442547e-05,0.9999480165245819,-697951.6874617444,697998.0905572845,power_warning_flag
isic_section_N,24.32191368663576,356116.1809670649,6.82976932432204e-05,0.9999455063250652,-697950.5670937089,697999.2109210821,power_warning_flag
isic_section_O,24.135424968987664,356116.18096665887,6.777401943229119e-05,0.9999459241563128,-697950.7535816306,697999.0244315687,power_warning_flag
isic_section_P,23.88443135901761,356116.1809670486,6.706921121685182e-05,0.999946486511905,-697951.0045760046,697998.7734387226,power_warning_flag
isic_section_Q,23.174312315363963,356116.18096688564,6.50751455675048e-05,0.9999480775460964,-697951.7146947287,697998.0633193596,power_warning_flag
isic_section_R,22.93574017985241,356116.18096805323,6.440521775086078e-05,0.9999486120711569,-697951.9532691527,697997.8247495124,power_warning_flag
isic_section_S,-0.908237925076488,362030.21804391657,-2.5087351270945923e-06,0.999997998318975,-709567.0969191843,709565.2804433343,power_warning_flag
isic_section_UNKNOWN,23.640880086194997,356116.1809666063,6.638530162270793e-05,0.9999470321928099,-697951.2481264104,697998.5298865829,power_warning_flag
