feature,source,block,feature_type,observed_share,mean,variance,status_discussed,status_not_mentioned,status_not_discussed
ingest_line_count,ingest_line_count,Other,numeric,1.0,65.64893617021276,154.34483929379806,,,
ingest_question_count,ingest_question_count,Other,numeric,1.0,65.47606382978724,153.6749589746492,,,
ingest_warning_count,ingest_warning_count,Other,numeric,1.0,0.2074468085106383,0.16441263014938884,,,
country_mapped_from_uk,country_mapped_from_uk,Other,numeric,0.9654255319148937,0.02203856749311295,0.02155286903596445,0.9654255319148937,0.034574468085106384,
country_whitelist_ok,country_whitelist_ok,Other,numeric,0.9654255319148937,0.9559228650137741,0.042134341157631934,0.9654255319148937,0.034574468085106384,
decision_year,decision_year,Temporal,numeric,0.14627659574468085,2021.9636363636364,2.544132231404959,,,
fine_numeric_valid,fine_numeric_valid,Other,numeric,0.8351063829787234,1.0,0.0,0.8351063829787234,0.1622340425531915,0.0026595744680851063
fine_outlier_flag,fine_outlier_flag,Other,numeric,0.8351063829787234,0.0,0.0,0.8351063829787234,0.1622340425531915,0.0026595744680851063
fine_error,fine_error,Other,numeric,0.0,0.0,0.0,0.8351063829787234,0.1622340425531915,0.0026595744680851063
turnover_eur,turnover_eur,Other,numeric,0.09308510638297872,2328509959.7714286,8.165565380039993e+19,0.09308510638297872,0.8829787234042553,0.023936170212765957
turnover_numeric_valid,turnover_numeric_valid,Other,numeric,0.09308510638297872,1.0,0.0,0.09308510638297872,0.8829787234042553,0.023936170212765957
turnover_positive,turnover_positive,Other,numeric,0.09308510638297872,0.8857142857142857,0.10122448979591837,0.09308510638297872,0.8829787234042553,0.023936170212765957
turnover_log1p,turnover_log1p,Other,numeric,0.09308510638297872,16.601337657142857,42.746487459693036,0.09308510638297872,0.8829787234042553,0.023936170212765957
turnover_outlier_flag,turnover_outlier_flag,Other,numeric,0.09308510638297872,0.0,0.0,0.09308510638297872,0.8829787234042553,0.023936170212765957
turnover_error,turnover_error,Other,numeric,0.0,0.0,0.0,0.09308510638297872,0.8829787234042553,0.023936170212765957
fine_to_turnover_ratio,fine_to_turnover_ratio,Other,numeric,0.08244680851063829,0.016533754193548387,0.002604505376083694,0.8351063829787234,0.1622340425531915,0.0026595744680851063
n_principles_discussed,n_principles_discussed,Procedural,numeric,1.0,1.5345744680851063,1.4828471593481214,,,
n_principles_violated,n_principles_violated,Procedural,numeric,1.0,1.0186170212765957,0.9491214916251699,,,
n_corrective_measures,n_corrective_measures,Procedural,numeric,1.0,1.5053191489361701,1.4840142598460841,,,
severity_measures_present,severity_measures_present,Corrective Powers,numeric,1.0,0.7845744680851063,0.16901737211407875,,,
remedy_only_case,remedy_only_case,Mitigations,numeric,1.0,0.2553191489361702,0.19013128112267996,,,
breach_case,breach_case,Breach Case,numeric,1.0,0.08776595744680851,0.08006309416025352,,,
q36_tokens,q36_tokens,Other,numeric,1.0,21.8031914893617,165.68998981439566,,,
q52_tokens,q52_tokens,Other,numeric,1.0,22.63563829787234,198.3433043798099,,,
q67_tokens,q67_tokens,Other,numeric,1.0,9.438829787234043,237.12391777953826,,,
q68_tokens,q68_tokens,Other,numeric,1.0,23.632978723404257,411.5035932548665,,,
schema_echo_flag,schema_echo_flag,Other,numeric,1.0,0.3776595744680851,0.23503282028067,,,
q10_org_class_SME,q10_org_class_SME,Other,numeric,0.8670212765957447,0.2791411042944785,0.20122134818773757,,,
q10_org_class_LARGE_ENTERPRISE,q10_org_class_LARGE_ENTERPRISE,Other,numeric,0.8670212765957447,0.26993865030674846,0.19707177537731943,,,
q10_org_class_MULTINATIONAL,q10_org_class_MULTINATIONAL,Other,numeric,0.8670212765957447,0.1165644171779141,0.1029771538258873,,,
q10_org_class_NON_PROFIT,q10_org_class_NON_PROFIT,Other,numeric,0.8670212765957447,0.05214723926380368,0.04942790470096728,,,
q10_org_class_PUBLIC_SECTOR_BODY,q10_org_class_PUBLIC_SECTOR_BODY,Other,numeric,0.8670212765957447,0.15644171779141106,0.13196770672588357,,,
q10_org_class_NOT_APPLICABLE,q10_org_class_NOT_APPLICABLE,Other,numeric,0.8670212765957447,0.0,0.0,,,
q10_org_class_NOT_MENTIONED,q10_org_class_NOT_MENTIONED,Other,numeric,0.8670212765957447,0.4539877300613497,0.2478828710150928,,,
q10_org_class_UNCLEAR,q10_org_class_UNCLEAR,Other,numeric,0.8670212765957447,0.012269938650306749,0.012119387255824456,,,
q15_case_initiation_COMPLAINT,q15_case_initiation_COMPLAINT,Other,numeric,0.9547872340425532,0.7855153203342619,0.16848100185442386,,,
q15_case_initiation_BREACH_NOTIFICATION,q15_case_initiation_BREACH_NOTIFICATION,Other,numeric,0.9547872340425532,0.10863509749303621,0.09683351308571474,,,
q15_case_initiation_EX_OFFICIO_DPA_INITIATIVE,q15_case_initiation_EX_OFFICIO_DPA_INITIATIVE,Other,numeric,0.9547872340425532,0.0584958217270195,0.055074060567500235,,,
q15_case_initiation_REFERRAL_FROM_OTHER_AUTHORITY,q15_case_initiation_REFERRAL_FROM_OTHER_AUTHORITY,Other,numeric,0.9547872340425532,0.011142061281337047,0.011017915751739974,,,
q15_case_initiation_MEDIA_PUBLIC_ATTENTION,q15_case_initiation_MEDIA_PUBLIC_ATTENTION,Other,numeric,0.9547872340425532,0.002785515320334262,0.0027777562247344447,,,
q15_case_initiation_JOINT_INVESTIGATION,q15_case_initiation_JOINT_INVESTIGATION,Other,numeric,0.9547872340425532,0.0,0.0,,,
q15_case_initiation_FOLLOW_UP_PRIOR_CASE,q15_case_initiation_FOLLOW_UP_PRIOR_CASE,Other,numeric,0.9547872340425532,0.0,0.0,,,
q15_case_initiation_OTHER,q15_case_initiation_OTHER,Other,numeric,0.9547872340425532,0.0,0.0,,,
q15_case_initiation_NOT_MENTIONED,q15_case_initiation_NOT_MENTIONED,Other,numeric,0.9547872340425532,0.033426183844011144,0.032308874077637495,,,
q15_case_initiation_UNCLEAR,q15_case_initiation_UNCLEAR,Other,numeric,0.9547872340425532,0.0,0.0,,,
q21_breach_types_TECHNICAL_FAILURE,q21_breach_types_TECHNICAL_FAILURE,Breach Facts,numeric,0.17553191489361702,0.21212121212121213,0.16712580348943987,,,
q21_breach_types_ORGANIZATIONAL_FAILURE,q21_breach_types_ORGANIZATIONAL_FAILURE,Breach Facts,numeric,0.17553191489361702,0.3939393939393939,0.23875114784205695,,,
q21_breach_types_CYBER_ATTACK,q21_breach_types_CYBER_ATTACK,Breach Facts,numeric,0.17553191489361702,0.22727272727272727,0.1756198347107438,,,
q21_breach_types_HUMAN_ERROR,q21_breach_types_HUMAN_ERROR,Breach Facts,numeric,0.17553191489361702,0.5454545454545454,0.24793388429752072,,,
q21_breach_types_SYSTEM_MALFUNCTION,q21_breach_types_SYSTEM_MALFUNCTION,Breach Facts,numeric,0.17553191489361702,0.0,0.0,,,
q21_breach_types_NOT_APPLICABLE,q21_breach_types_NOT_APPLICABLE,Breach Facts,numeric,0.17553191489361702,0.0,0.0,,,
q21_breach_types_NOT_MENTIONED,q21_breach_types_NOT_MENTIONED,Breach Facts,numeric,0.17553191489361702,0.0,0.0,,,
q21_breach_types_UNCLEAR,q21_breach_types_UNCLEAR,Breach Facts,numeric,0.17553191489361702,0.0,0.0,,,
q25_sensitive_data_ARTICLE_9_SPECIAL_CATEGORY,q25_sensitive_data_ARTICLE_9_SPECIAL_CATEGORY,Sensitive Data,numeric,0.23670212765957446,0.42696629213483145,0.2446660775154652,,,
q25_sensitive_data_ARTICLE_10_CRIMINAL,q25_sensitive_data_ARTICLE_10_CRIMINAL,Sensitive Data,numeric,0.23670212765957446,0.0449438202247191,0.04292387324832723,,,
q25_sensitive_data_NEITHER,q25_sensitive_data_NEITHER,Sensitive Data,numeric,0.23670212765957446,0.5617977528089888,0.2461810377477591,,,
q25_sensitive_data_NOT_APPLICABLE,q25_sensitive_data_NOT_APPLICABLE,Sensitive Data,numeric,0.23670212765957446,0.0,0.0,,,
q25_sensitive_data_NOT_MENTIONED,q25_sensitive_data_NOT_MENTIONED,Sensitive Data,numeric,0.23670212765957446,0.011235955056179775,0.01110970837015528,,,
q25_sensitive_data_UNCLEAR,q25_sensitive_data_UNCLEAR,Sensitive Data,numeric,0.23670212765957446,0.0,0.0,,,
q28_mitigations_IMMEDIATE_CONTAINMENT,q28_mitigations_IMMEDIATE_CONTAINMENT,Other,numeric,0.1276595744680851,0.6041666666666666,0.23914930555555555,,,
q28_mitigations_SYSTEM_FIXES,q28_mitigations_SYSTEM_FIXES,Other,numeric,0.1276595744680851,0.3541666666666667,0.22873263888888887,,,
q28_mitigations_SECURITY_IMPROVEMENTS,q28_mitigations_SECURITY_IMPROVEMENTS,Other,numeric,0.1276595744680851,0.5,0.25,,,
q28_mitigations_STAFF_TRAINING,q28_mitigations_STAFF_TRAINING,Other,numeric,0.1276595744680851,0.375,0.234375,,,
q28_mitigations_EXTERNAL_AUDIT,q28_mitigations_EXTERNAL_AUDIT,Other,numeric,0.1276595744680851,0.125,0.109375,,,
q28_mitigations_LEGAL_ADVICE,q28_mitigations_LEGAL_ADVICE,Other,numeric,0.1276595744680851,0.0,0.0,,,
q28_mitigations_COOPERATION_WITH_DPA,q28_mitigations_COOPERATION_WITH_DPA,Other,numeric,0.1276595744680851,0.4791666666666667,0.24956597222222224,,,
q28_mitigations_NONE_MENTIONED,q28_mitigations_NONE_MENTIONED,Other,numeric,0.1276595744680851,0.0,0.0,,,
q28_mitigations_NOT_APPLICABLE,q28_mitigations_NOT_APPLICABLE,Other,numeric,0.1276595744680851,0.0,0.0,,,
q28_mitigations_UNCLEAR,q28_mitigations_UNCLEAR,Other,numeric,0.1276595744680851,0.0,0.0,,,
q30_discussed_LAWFULNESS_FAIRNESS_TRANSPARENCY,q30_discussed_LAWFULNESS_FAIRNESS_TRANSPARENCY,Other,numeric,0.8031914893617021,0.48013245033112584,0.2496052804701548,,,
q30_discussed_PURPOSE_LIMITATION,q30_discussed_PURPOSE_LIMITATION,Other,numeric,0.8031914893617021,0.17218543046357615,0.14253760799964912,,,
q30_discussed_DATA_MINIMISATION,q30_discussed_DATA_MINIMISATION,Other,numeric,0.8031914893617021,0.2152317880794702,0.16890706547958423,,,
q30_discussed_ACCURACY,q30_discussed_ACCURACY,Other,numeric,0.8031914893617021,0.033112582781456956,0.03201613964299811,,,
q30_discussed_STORAGE_LIMITATION,q30_discussed_STORAGE_LIMITATION,Other,numeric,0.8031914893617021,0.04304635761589404,0.0411933687118986,,,
q30_discussed_SECURITY,q30_discussed_SECURITY,Other,numeric,0.8031914893617021,0.5397350993377483,0.24842112188061932,,,
q30_discussed_ACCOUNTABILITY,q30_discussed_ACCOUNTABILITY,Other,numeric,0.8031914893617021,0.23841059602649006,0.18157098372878383,,,
q30_discussed_NONE_DISCUSSED,q30_discussed_NONE_DISCUSSED,Other,numeric,0.8031914893617021,0.0,0.0,,,
q31_violated_LAWFULNESS_FAIRNESS_TRANSPARENCY,q31_violated_LAWFULNESS_FAIRNESS_TRANSPARENCY,Other,numeric,0.7287234042553191,0.4489051094890511,0.24738931216367416,,,
q31_violated_PURPOSE_LIMITATION,q31_violated_PURPOSE_LIMITATION,Other,numeric,0.7287234042553191,0.06934306569343066,0.06453460493366722,,,
q31_violated_DATA_MINIMISATION,q31_violated_DATA_MINIMISATION,Other,numeric,0.7287234042553191,0.17153284671532848,0.1421093292130641,,,
q31_violated_ACCURACY,q31_violated_ACCURACY,Other,numeric,0.7287234042553191,0.021897810218978103,0.021418296126591716,,,
q31_violated_STORAGE_LIMITATION,q31_violated_STORAGE_LIMITATION,Other,numeric,0.7287234042553191,0.032846715328467155,0.0317678086205978,,,
q31_violated_SECURITY,q31_violated_SECURITY,Other,numeric,0.7287234042553191,0.4708029197080292,0.24914753050242416,,,
q31_violated_ACCOUNTABILITY,q31_violated_ACCOUNTABILITY,Other,numeric,0.7287234042553191,0.18248175182481752,0.1491821620757632,,,
q31_violated_NONE_VIOLATED,q31_violated_NONE_VIOLATED,Other,numeric,0.7287234042553191,0.0,0.0,,,
q31_violated_NOT_DETERMINED,q31_violated_NOT_DETERMINED,Other,numeric,0.7287234042553191,0.0,0.0,,,
q32_bases_CONSENT,q32_bases_CONSENT,Other,numeric,0.8031914893617021,0.4602649006622517,0.24842112188061935,,,
q32_bases_CONTRACT,q32_bases_CONTRACT,Other,numeric,0.8031914893617021,0.19536423841059603,0.15719705276084378,,,
q32_bases_LEGAL_OBLIGATION,q32_bases_LEGAL_OBLIGATION,Other,numeric,0.8031914893617021,0.1390728476821192,0.11973159071970527,,,
q32_bases_VITAL_INTERESTS,q32_bases_VITAL_INTERESTS,Other,numeric,0.8031914893617021,0.033112582781456956,0.03201613964299811,,,
q32_bases_PUBLIC_TASK,q32_bases_PUBLIC_TASK,Other,numeric,0.8031914893617021,0.10596026490066225,0.09473268716284375,,,
q32_bases_LEGITIMATE_INTERESTS,q32_bases_LEGITIMATE_INTERESTS,Other,numeric,0.8031914893617021,0.2913907284768212,0.20648217183456868,,,
q32_bases_NONE_DISCUSSED,q32_bases_NONE_DISCUSSED,Other,numeric,0.8031914893617021,0.33112582781456956,0.2214815139686856,,,
q41_aggrav_NATURE_GRAVITY_DURATION,q41_aggrav_NATURE_GRAVITY_DURATION,Other,numeric,0.9574468085106383,0.5611111111111111,0.2462654320987654,,,
q41_aggrav_INTENT_NEGLIGENCE,q41_aggrav_INTENT_NEGLIGENCE,Other,numeric,0.9574468085106383,0.33611111111111114,0.2231404320987654,,,
q41_aggrav_MITIGATION_ACTIONS,q41_aggrav_MITIGATION_ACTIONS,Other,numeric,0.9574468085106383,0.019444444444444445,0.01906635802469136,,,
q41_aggrav_TECHNICAL_ORGANIZATIONAL_MEASURES,q41_aggrav_TECHNICAL_ORGANIZATIONAL_MEASURES,Other,numeric,0.9574468085106383,0.022222222222222223,0.02172839506172839,,,
q41_aggrav_PREVIOUS_INFRINGEMENTS,q41_aggrav_PREVIOUS_INFRINGEMENTS,Other,numeric,0.9574468085106383,0.05277777777777778,0.0499922839506173,,,
q41_aggrav_COOPERATION_WITH_AUTHORITY,q41_aggrav_COOPERATION_WITH_AUTHORITY,Other,numeric,0.9574468085106383,0.030555555555555555,0.029621913580246916,,,
q41_aggrav_DATA_CATEGORIES_AFFECTED,q41_aggrav_DATA_CATEGORIES_AFFECTED,Other,numeric,0.9574468085106383,0.18888888888888888,0.15320987654320992,,,
q41_aggrav_MANNER_BECAME_KNOWN,q41_aggrav_MANNER_BECAME_KNOWN,Other,numeric,0.9574468085106383,0.022222222222222223,0.021728395061728398,,,
q41_aggrav_COMPLIANCE_PRIOR_ORDERS,q41_aggrav_COMPLIANCE_PRIOR_ORDERS,Other,numeric,0.9574468085106383,0.0,0.0,,,
q41_aggrav_CODES_CERTIFICATION,q41_aggrav_CODES_CERTIFICATION,Other,numeric,0.9574468085106383,0.0,0.0,,,
q41_aggrav_OTHER_CIRCUMSTANCES,q41_aggrav_OTHER_CIRCUMSTANCES,Other,numeric,0.9574468085106383,0.016666666666666666,0.01638888888888889,,,
q41_aggrav_NONE,q41_aggrav_NONE,Other,numeric,0.9574468085106383,0.34444444444444444,0.22580246913580249,,,
q42_mitig_NATURE_GRAVITY_DURATION,q42_mitig_NATURE_GRAVITY_DURATION,Other,numeric,0.9574468085106383,0.027777777777777776,0.027006172839506164,,,
q42_mitig_INTENT_NEGLIGENCE,q42_mitig_INTENT_NEGLIGENCE,Other,numeric,0.9574468085106383,0.008333333333333333,0.00826388888888889,,,
q42_mitig_MITIGATION_ACTIONS,q42_mitig_MITIGATION_ACTIONS,Other,numeric,0.9574468085106383,0.26666666666666666,0.19555555555555562,,,
q42_mitig_TECHNICAL_ORGANIZATIONAL_MEASURES,q42_mitig_TECHNICAL_ORGANIZATIONAL_MEASURES,Other,numeric,0.9574468085106383,0.002777777777777778,0.0027700617283950625,,,
q42_mitig_PREVIOUS_INFRINGEMENTS,q42_mitig_PREVIOUS_INFRINGEMENTS,Other,numeric,0.9574468085106383,0.016666666666666666,0.01638888888888889,,,
q42_mitig_COOPERATION_WITH_AUTHORITY,q42_mitig_COOPERATION_WITH_AUTHORITY,Other,numeric,0.9574468085106383,0.26666666666666666,0.19555555555555557,,,
q42_mitig_DATA_CATEGORIES_AFFECTED,q42_mitig_DATA_CATEGORIES_AFFECTED,Other,numeric,0.9574468085106383,0.0,0.0,,,
q42_mitig_MANNER_BECAME_KNOWN,q42_mitig_MANNER_BECAME_KNOWN,Other,numeric,0.9574468085106383,0.0,0.0,,,
q42_mitig_COMPLIANCE_PRIOR_ORDERS,q42_mitig_COMPLIANCE_PRIOR_ORDERS,Other,numeric,0.9574468085106383,0.0,0.0,,,
q42_mitig_CODES_CERTIFICATION,q42_mitig_CODES_CERTIFICATION,Other,numeric,0.9574468085106383,0.0,0.0,,,
q42_mitig_OTHER_CIRCUMSTANCES,q42_mitig_OTHER_CIRCUMSTANCES,Other,numeric,0.9574468085106383,0.011111111111111112,0.010987654320987658,,,
q42_mitig_NONE,q42_mitig_NONE,Other,numeric,0.9574468085106383,0.6277777777777778,0.2336728395061728,,,
q46_vuln_CHILDREN,q46_vuln_CHILDREN,Vulnerable Groups,numeric,0.24202127659574468,0.32967032967032966,0.22098780340538582,,,
q46_vuln_ELDERLY,q46_vuln_ELDERLY,Vulnerable Groups,numeric,0.24202127659574468,0.02197802197802198,0.021494988527955557,,,
q46_vuln_PATIENTS,q46_vuln_PATIENTS,Vulnerable Groups,numeric,0.24202127659574468,0.21978021978021978,0.17147687477357804,,,
q46_vuln_EMPLOYEES,q46_vuln_EMPLOYEES,Vulnerable Groups,numeric,0.24202127659574468,0.3956043956043956,0.23910155778287648,,,
q46_vuln_FINANCIALLY_VULNERABLE,q46_vuln_FINANCIALLY_VULNERABLE,Vulnerable Groups,numeric,0.24202127659574468,0.0989010989010989,0.08911967153725395,,,
q46_vuln_NONE_MENTIONED,q46_vuln_NONE_MENTIONED,Vulnerable Groups,numeric,0.24202127659574468,0.0,0.0,,,
q46_vuln_NOT_DISCUSSED,q46_vuln_NOT_DISCUSSED,Vulnerable Groups,numeric,0.24202127659574468,0.0,0.0,,,
q47_remedial_IMMEDIATE_CESSATION,q47_remedial_IMMEDIATE_CESSATION,Mitigations,numeric,0.44148936170212766,0.6506024096385542,0.22731891421106115,,,
q47_remedial_SYSTEM_UPGRADES,q47_remedial_SYSTEM_UPGRADES,Mitigations,numeric,0.44148936170212766,0.3373493975903614,0.22354478153578172,,,
q47_remedial_POLICY_CHANGES,q47_remedial_POLICY_CHANGES,Mitigations,numeric,0.44148936170212766,0.3855421686746988,0.23689940484830885,,,
q47_remedial_STAFF_TRAINING,q47_remedial_STAFF_TRAINING,Mitigations,numeric,0.44148936170212766,0.29518072289156627,0.2080490637247786,,,
q47_remedial_EXTERNAL_AUDIT,q47_remedial_EXTERNAL_AUDIT,Mitigations,numeric,0.44148936170212766,0.07228915662650602,0.0670634344607345,,,
q47_remedial_DPO_APPOINTMENT,q47_remedial_DPO_APPOINTMENT,Mitigations,numeric,0.44148936170212766,0.030120481927710843,0.029213238496153288,,,
q47_remedial_COMPENSATION_TO_SUBJECTS,q47_remedial_COMPENSATION_TO_SUBJECTS,Mitigations,numeric,0.44148936170212766,0.006024096385542169,0.005987806648279867,,,
q47_remedial_NONE_MENTIONED,q47_remedial_NONE_MENTIONED,Mitigations,numeric,0.44148936170212766,0.0,0.0,,,
q50_other_measures_PROCESSING_BAN,q50_other_measures_PROCESSING_BAN,Other,numeric,0.9574468085106383,0.002777777777777778,0.002770061728395063,,,
q50_other_measures_DATA_DELETION_ORDER,q50_other_measures_DATA_DELETION_ORDER,Other,numeric,0.9574468085106383,0.025,0.024374999999999997,,,
q50_other_measures_COMPLIANCE_ORDER,q50_other_measures_COMPLIANCE_ORDER,Other,numeric,0.9574468085106383,0.3388888888888889,0.22404320987654325,,,
q50_other_measures_CERTIFICATION_WITHDRAWAL,q50_other_measures_CERTIFICATION_WITHDRAWAL,Other,numeric,0.9574468085106383,0.0,0.0,,,
q50_other_measures_PERIODIC_REPORTING,q50_other_measures_PERIODIC_REPORTING,Other,numeric,0.9574468085106383,0.0,0.0,,,
q50_other_measures_AUDIT_REQUIREMENT,q50_other_measures_AUDIT_REQUIREMENT,Other,numeric,0.9574468085106383,0.005555555555555556,0.005524691358024691,,,
q50_other_measures_NONE,q50_other_measures_NONE,Other,numeric,0.9574468085106383,0.625,0.234375,,,
q54_scopes_COMPLETE_PROCESSING_BAN,q54_scopes_COMPLETE_PROCESSING_BAN,Other,numeric,0.0398936170212766,0.2,0.16000000000000006,,,
q54_scopes_SPECIFIC_PURPOSE_LIMITATION,q54_scopes_SPECIFIC_PURPOSE_LIMITATION,Other,numeric,0.0398936170212766,0.6,0.24000000000000002,,,
q54_scopes_DATA_CATEGORY_LIMITATION,q54_scopes_DATA_CATEGORY_LIMITATION,Other,numeric,0.0398936170212766,0.2,0.16000000000000003,,,
q54_scopes_GEOGRAPHICAL_LIMITATION,q54_scopes_GEOGRAPHICAL_LIMITATION,Other,numeric,0.0398936170212766,0.06666666666666667,0.06222222222222222,,,
q54_scopes_TEMPORAL_LIMITATION,q54_scopes_TEMPORAL_LIMITATION,Other,numeric,0.0398936170212766,0.13333333333333333,0.11555555555555556,,,
q54_scopes_NOT_APPLICABLE,q54_scopes_NOT_APPLICABLE,Other,numeric,0.0398936170212766,0.0,0.0,,,
q56_rights_discussed_ACCESS,q56_rights_discussed_ACCESS,Other,numeric,0.8776595744680851,0.12121212121212122,0.10651974288337922,,,
q56_rights_discussed_RECTIFICATION,q56_rights_discussed_RECTIFICATION,Other,numeric,0.8776595744680851,0.015151515151515152,0.014921946740128558,,,
q56_rights_discussed_ERASURE,q56_rights_discussed_ERASURE,Other,numeric,0.8776595744680851,0.10303030303030303,0.09241505968778696,,,
q56_rights_discussed_RESTRICTION_OF_PROCESSING,q56_rights_discussed_RESTRICTION_OF_PROCESSING,Other,numeric,0.8776595744680851,0.00909090909090909,0.009008264462809917,,,
q56_rights_discussed_DATA_PORTABILITY,q56_rights_discussed_DATA_PORTABILITY,Other,numeric,0.8776595744680851,0.006060606060606061,0.006023875114784207,,,
q56_rights_discussed_OBJECTION,q56_rights_discussed_OBJECTION,Other,numeric,0.8776595744680851,0.02727272727272727,0.026528925619834713,,,
q56_rights_discussed_AUTOMATED_DECISION_MAKING,q56_rights_discussed_AUTOMATED_DECISION_MAKING,Other,numeric,0.8776595744680851,0.0030303030303030303,0.003021120293847566,,,
q56_rights_discussed_INFORMATION_OBLIGATIONS,q56_rights_discussed_INFORMATION_OBLIGATIONS,Other,numeric,0.8776595744680851,0.48484848484848486,0.24977043158861337,,,
q56_rights_discussed_NONE_DISCUSSED,q56_rights_discussed_NONE_DISCUSSED,Other,numeric,0.8776595744680851,0.3393939393939394,0.22420569329660242,,,
q57_rights_violated_ACCESS,q57_rights_violated_ACCESS,Other,numeric,0.47074468085106386,0.14124293785310735,0.12129337035973059,,,
q57_rights_violated_RECTIFICATION,q57_rights_violated_RECTIFICATION,Other,numeric,0.47074468085106386,0.005649717514124294,0.0056177982061348915,,,
q57_rights_violated_ERASURE,q57_rights_violated_ERASURE,Other,numeric,0.47074468085106386,0.12994350282485875,0.11305818889846464,,,
q57_rights_violated_RESTRICTION_OF_PROCESSING,q57_rights_violated_RESTRICTION_OF_PROCESSING,Other,numeric,0.47074468085106386,0.0,0.0,,,
q57_rights_violated_DATA_PORTABILITY,q57_rights_violated_DATA_PORTABILITY,Other,numeric,0.47074468085106386,0.0,0.0,,,
q57_rights_violated_OBJECTION,q57_rights_violated_OBJECTION,Other,numeric,0.47074468085106386,0.03389830508474576,0.032749209997127264,,,
q57_rights_violated_AUTOMATED_DECISION_MAKING,q57_rights_violated_AUTOMATED_DECISION_MAKING,Other,numeric,0.47074468085106386,0.0,0.0,,,
q57_rights_violated_INFORMATION_OBLIGATIONS,q57_rights_violated_INFORMATION_OBLIGATIONS,Other,numeric,0.47074468085106386,0.6666666666666666,0.22222222222222224,,,
q57_rights_violated_NONE_VIOLATED,q57_rights_violated_NONE_VIOLATED,Other,numeric,0.47074468085106386,0.0,0.0,,,
q57_rights_violated_NOT_DETERMINED,q57_rights_violated_NOT_DETERMINED,Other,numeric,0.47074468085106386,0.0,0.0,,,
q58_access_issues_EXCESSIVE_DELAY,q58_access_issues_EXCESSIVE_DELAY,Other,numeric,0.10106382978723404,0.6578947368421053,0.22506925207756237,,,
q58_access_issues_EXCESSIVE_FEES,q58_access_issues_EXCESSIVE_FEES,Other,numeric,0.10106382978723404,0.0,0.0,,,
q58_access_issues_INADEQUATE_RESPONSE,q58_access_issues_INADEQUATE_RESPONSE,Other,numeric,0.10106382978723404,0.7631578947368421,0.18074792243767313,,,
q58_access_issues_IDENTITY_VERIFICATION_ISSUES,q58_access_issues_IDENTITY_VERIFICATION_ISSUES,Other,numeric,0.10106382978723404,0.02631578947368421,0.025623268698060947,,,
q58_access_issues_SCOPE_LIMITATIONS,q58_access_issues_SCOPE_LIMITATIONS,Other,numeric,0.10106382978723404,0.05263157894736842,0.04986149584487534,,,
q58_access_issues_NO_ISSUES_FOUND,q58_access_issues_NO_ISSUES_FOUND,Other,numeric,0.10106382978723404,0.05263157894736842,0.04986149584487534,,,
q58_access_issues_NOT_APPLICABLE,q58_access_issues_NOT_APPLICABLE,Other,numeric,0.10106382978723404,0.0,0.0,,,
q59_adm_issues_LACK_OF_HUMAN_INTERVENTION,q59_adm_issues_LACK_OF_HUMAN_INTERVENTION,Other,numeric,0.005319148936170213,0.0,0.0,,,
q59_adm_issues_INADEQUATE_SAFEGUARDS,q59_adm_issues_INADEQUATE_SAFEGUARDS,Other,numeric,0.005319148936170213,0.0,0.0,,,
q59_adm_issues_PROFILING_WITHOUT_CONSENT,q59_adm_issues_PROFILING_WITHOUT_CONSENT,Other,numeric,0.005319148936170213,0.5,0.25,,,
q59_adm_issues_NO_EXPLANATION_PROVIDED,q59_adm_issues_NO_EXPLANATION_PROVIDED,Other,numeric,0.005319148936170213,1.0,0.0,,,
q59_adm_issues_NO_ISSUES_FOUND,q59_adm_issues_NO_ISSUES_FOUND,Other,numeric,0.005319148936170213,0.0,0.0,,,
q59_adm_issues_NOT_APPLICABLE,q59_adm_issues_NOT_APPLICABLE,Other,numeric,0.005319148936170213,0.0,0.0,,,
q61_dpo_issues_NO_DPO_APPOINTED,q61_dpo_issues_NO_DPO_APPOINTED,Other,numeric,0.05319148936170213,0.35,0.22749999999999998,,,
q61_dpo_issues_INADEQUATE_QUALIFICATIONS,q61_dpo_issues_INADEQUATE_QUALIFICATIONS,Other,numeric,0.05319148936170213,0.0,0.0,,,
q61_dpo_issues_INSUFFICIENT_INDEPENDENCE,q61_dpo_issues_INSUFFICIENT_INDEPENDENCE,Other,numeric,0.05319148936170213,0.0,0.0,,,
q61_dpo_issues_LACK_OF_RESOURCES,q61_dpo_issues_LACK_OF_RESOURCES,Other,numeric,0.05319148936170213,0.05,0.0475,,,
q61_dpo_issues_INADEQUATE_INVOLVEMENT,q61_dpo_issues_INADEQUATE_INVOLVEMENT,Other,numeric,0.05319148936170213,0.15,0.1275,,,
q61_dpo_issues_CONFLICT_OF_INTEREST,q61_dpo_issues_CONFLICT_OF_INTEREST,Other,numeric,0.05319148936170213,0.0,0.0,,,
q61_dpo_issues_NO_ISSUES_FOUND,q61_dpo_issues_NO_ISSUES_FOUND,Other,numeric,0.05319148936170213,0.55,0.24749999999999997,,,
q61_dpo_issues_NOT_APPLICABLE,q61_dpo_issues_NOT_APPLICABLE,Other,numeric,0.05319148936170213,0.0,0.0,,,
q64_transfer_violations_NO_ADEQUATE_SAFEGUARDS,q64_transfer_violations_NO_ADEQUATE_SAFEGUARDS,Other,numeric,0.010638297872340425,1.0,0.0,,,
