feature,source,kind,origin,dtype,observed_rate,nonzero_rate,variance,min,max
isic_code__78,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__7911,wide_categorical,binary,isic_code,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
isic_code__80,wide_categorical,binary,isic_code,int8,1.0,0.0020161290322580645,0.002014094593274957,0.0,1.0
isic_code__8130,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__82,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
isic_code__8230,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__8299,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__84,wide_categorical,binary,isic_code,int8,1.0,0.009072580645161291,0.008999340841769477,0.0,1.0
isic_code__8411,wide_categorical,binary,isic_code,int8,1.0,0.025201612903225805,0.024591281208294014,0.0,1.0
isic_code__8422,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__8430,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__85,wide_categorical,binary,isic_code,int8,1.0,0.0020161290322580645,0.0020140945932749584,0.0,1.0
isic_code__8510,wide_categorical,binary,isic_code,int8,1.0,0.0020161290322580645,0.002014094593274958,0.0,1.0
isic_code__8542,wide_categorical,binary,isic_code,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
isic_code__86,wide_categorical,binary,isic_code,int8,1.0,0.005040322580645161,0.005019978190814102,0.0,1.0
isic_code__8610,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
isic_code__8620,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__8690,wide_categorical,binary,isic_code,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
isic_code__88,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
isic_code__93,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__9311,wide_categorical,binary,isic_code,int8,1.0,0.006048387096774193,0.006017870512027604,0.0,1.0
isic_code__9321,wide_categorical,binary,isic_code,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
isic_code__94,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__9412,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__C10,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__D,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__D351,wide_categorical,binary,isic_code,int8,1.0,0.0020161290322580645,0.002014094593274957,0.0,1.0
isic_code__D3510,wide_categorical,binary,isic_code,int8,1.0,0.006048387096774193,0.006017870512027604,0.0,1.0
isic_code__E3811,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"isic_code__Financial service activities, except insurance and pension funding",wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
isic_code__G,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__G45,wide_categorical,binary,isic_code,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
isic_code__G45.1,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__G46,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__G47.11,wide_categorical,binary,isic_code,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
isic_code__G47.6,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__G47.91,wide_categorical,binary,isic_code,int8,1.0,0.004032258064516129,0.004020051430617492,0.0,1.0
isic_code__H49,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__H49 Land transport and transport via pipelines,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
"isic_code__H49,H52",wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__H51,wide_categorical,binary,isic_code,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
isic_code__H51 (Air transport),wide_categorical,binary,isic_code,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
isic_code__H52 (Warehousing and storage),wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__H5229,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
isic_code__H53,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__Hotels and similar accommodation,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__J,wide_categorical,binary,isic_code,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
isic_code__J - Information and communication,wide_categorical,binary,isic_code,int8,1.0,0.0020161290322580645,0.002014094593274957,0.0,1.0
isic_code__J61,wide_categorical,binary,isic_code,int8,1.0,0.010080645161290322,0.00998909540705055,0.0,1.0
isic_code__J61 Telecommunications,wide_categorical,binary,isic_code,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
isic_code__J62,wide_categorical,binary,isic_code,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
isic_code__J62.0,wide_categorical,binary,isic_code,int8,1.0,0.0030241935483870967,0.003018090231437779,0.0,1.0
isic_code__J6200,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__J6201 Computer programming activities,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__J63,wide_categorical,binary,isic_code,int8,1.0,0.0030241935483870967,0.0030180902314377797,0.0,1.0
isic_code__J63 (Information service activities),wide_categorical,binary,isic_code,int8,1.0,0.0030241935483870967,0.0030180902314377793,0.0,1.0
isic_code__J63.1,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__J63.1.1,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__J63.11,wide_categorical,binary,isic_code,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
isic_code__J63.12.1,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
isic_code__K,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__K64,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__K64.1,wide_categorical,binary,isic_code,int8,1.0,0.0020161290322580645,0.002014094593274957,0.0,1.0
isic_code__K64.19,wide_categorical,binary,isic_code,int8,1.0,0.023185483870967742,0.022670770808241928,0.0,1.0
isic_code__K64.99,wide_categorical,binary,isic_code,int8,1.0,0.004032258064516129,0.004020051430617492,0.0,1.0
isic_code__K6419,wide_categorical,binary,isic_code,int8,1.0,0.016129032258064516,0.015884899580091802,0.0,1.0
isic_code__K6499,wide_categorical,binary,isic_code,int8,1.0,0.0030241935483870967,0.0030180902314377797,0.0,1.0
isic_code__L68 Real estate activities,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__M70.2,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__N,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__NACE Rev. 2: 78.10 (Activities of employment placement agencies),wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__NOT_DISCUSSED,wide_categorical,binary,isic_code,int8,1.0,0.018145161290322582,0.017833892125907365,0.0,1.0
isic_code__NOT_MENTIONED,wide_categorical,binary,isic_code,int8,1.0,0.17237903225806453,0.14280846163861854,0.0,1.0
isic_code__O,wide_categorical,binary,isic_code,int8,1.0,0.0030241935483870967,0.0030180902314377793,0.0,1.0
isic_code__O84,wide_categorical,binary,isic_code,int8,1.0,0.005040322580645161,0.005019978190814103,0.0,1.0
isic_code__O8411,wide_categorical,binary,isic_code,int8,1.0,0.0020161290322580645,0.0020140945932749584,0.0,1.0
isic_code__O8421,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__P,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__P85,wide_categorical,binary,isic_code,int8,1.0,0.0030241935483870967,0.003018090231437779,0.0,1.0
isic_code__P85 (Education),wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
isic_code__P85 Education,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__P8520,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
isic_code__P8530,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__PUBLIC ADMINISTRATION,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__PUBLIC_SECTOR_BODY,wide_categorical,binary,isic_code,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
isic_code__Q,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__Q (Human health and social work activities),wide_categorical,binary,isic_code,int8,1.0,0.004032258064516129,0.004020051430617492,0.0,1.0
isic_code__Q (Public administration and defence; compulsory social security),wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
isic_code__Q86,wide_categorical,binary,isic_code,int8,1.0,0.011088709677419355,0.010976815533348522,0.0,1.0
isic_code__Q86 Human health activities,wide_categorical,binary,isic_code,int8,1.0,0.0030241935483870967,0.003018090231437779,0.0,1.0
isic_code__Q861,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__R900,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
isic_code__R93,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__R94 Activities of membership organisations,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__REAL ESTATE ACTIVITIES,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__S,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__S94,wide_categorical,binary,isic_code,int8,1.0,0.004032258064516129,0.004020051430617494,0.0,1.0
isic_code__S9499,wide_categorical,binary,isic_code,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_code__Telecommunications,wide_categorical,binary,isic_code,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
isic_code__UNCLEAR,wide_categorical,binary,isic_code,int8,1.0,0.006048387096774193,0.006017870512027603,0.0,1.0
isic_desc__Activities auxiliary to financial service and insurance activities,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
isic_desc__Activities of amusement parks and theme parks,wide_categorical,binary,isic_desc,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
isic_desc__Activities of holding companies,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_desc__Activities of membership organizations,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_desc__Activities of professional membership organizations,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_desc__Administrative and support service activities,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_desc__Advertising,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
isic_desc__Air transport,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_desc__Cargo handling,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_desc__Civil engineering,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_desc__Compulsory social security activities,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_desc__Computer programming activities,wide_categorical,binary,isic_desc,int8,1.0,0.0030241935483870967,0.0030180902314377793,0.0,1.0
isic_desc__Courier activities,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_desc__Cultural education,wide_categorical,binary,isic_desc,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
"isic_desc__Data processing, hosting and related activities",wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_desc__Defence activities,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_desc__Education,wide_categorical,binary,isic_desc,int8,1.0,0.0030241935483870967,0.003018090231437779,0.0,1.0
"isic_desc__Electric power generation, transmission and distribution",wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"isic_desc__Electricity, gas, steam and air conditioning supply",wide_categorical,binary,isic_desc,int8,1.0,0.008064516129032258,0.008007551837505289,0.0,1.0
isic_desc__Employment activities,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_desc__Event catering,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_desc__Financial and insurance activities,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"isic_desc__Financial service activities, except insurance and pension funding",wide_categorical,binary,isic_desc,int8,1.0,0.0030241935483870967,0.003018090231437779,0.0,1.0
isic_desc__Food and beverage service activities,wide_categorical,binary,isic_desc,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
isic_desc__General public administration activities,wide_categorical,binary,isic_desc,int8,1.0,0.025201612903225805,0.024591281208294014,0.0,1.0
isic_desc__Hospital activities,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
isic_desc__Human health activities,wide_categorical,binary,isic_desc,int8,1.0,0.005040322580645161,0.005019978190814102,0.0,1.0
isic_desc__Human health and social work activities,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_desc__Information and communication,wide_categorical,binary,isic_desc,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
isic_desc__Information service activities,wide_categorical,binary,isic_desc,int8,1.0,0.004032258064516129,0.004020051430617492,0.0,1.0
"isic_desc__Insurance, reinsurance and pension funding, except compulsory social security",wide_categorical,binary,isic_desc,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
isic_desc__Landscape care and maintenance service activities,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_desc__Legal activities,wide_categorical,binary,isic_desc,int8,1.0,0.006048387096774193,0.006017870512027604,0.0,1.0
isic_desc__Legal and accounting activities,wide_categorical,binary,isic_desc,int8,1.0,0.0030241935483870967,0.003018090231437779,0.0,1.0
isic_desc__Manufacture of bakery products,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
isic_desc__Manufacture of paper and paper products,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_desc__Manufacture of wines,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_desc__Medical and dental practice activities,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_desc__Motion picture projection activities,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_desc__Non-life insurance,wide_categorical,binary,isic_desc,int8,1.0,0.0030241935483870967,0.0030180902314377793,0.0,1.0
"isic_desc__Office administrative, office support and other business support activities",wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
isic_desc__Operation of sports facilities,wide_categorical,binary,isic_desc,int8,1.0,0.006048387096774193,0.006017870512027604,0.0,1.0
isic_desc__Organization of conventions and trade shows,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_desc__Other business support service activities n.e.c.,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"isic_desc__Other financial service activities, except insurance and pension funding activities, n.e.c.",wide_categorical,binary,isic_desc,int8,1.0,0.004032258064516129,0.004020051430617492,0.0,1.0
isic_desc__Other human health activities,wide_categorical,binary,isic_desc,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
isic_desc__Other information service activities n.e.c.,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_desc__Other information technology and computer service activities,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
isic_desc__Other monetary intermediation,wide_categorical,binary,isic_desc,int8,1.0,0.0030241935483870967,0.0030180902314377797,0.0,1.0
isic_desc__Other service activities,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"isic_desc__Plumbing, heat and air-conditioning installation",wide_categorical,binary,isic_desc,int8,1.0,0.0020161290322580645,0.002014094593274957,0.0,1.0
isic_desc__Pre-primary and primary education,wide_categorical,binary,isic_desc,int8,1.0,0.0020161290322580645,0.002014094593274958,0.0,1.0
isic_desc__Programming and broadcasting activities,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_desc__Public administration and defence; compulsory social security,wide_categorical,binary,isic_desc,int8,1.0,0.012096774193548387,0.011962501220663386,0.0,1.0
isic_desc__Publishing activities,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"isic_desc__Publishing of newspapers, journals and periodicals",wide_categorical,binary,isic_desc,int8,1.0,0.0030241935483870967,0.0030180902314377793,0.0,1.0
isic_desc__Real estate activities,wide_categorical,binary,isic_desc,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
isic_desc__Real estate activities on a fee or contract basis,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
isic_desc__Real estate activities with own or leased property,wide_categorical,binary,isic_desc,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
isic_desc__Rental and leasing activities,wide_categorical,binary,isic_desc,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
isic_desc__Restaurants and mobile food service activities,wide_categorical,binary,isic_desc,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
"isic_desc__Retail sale in non-specialized stores with food, beverages or tobacco predominating",wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"isic_desc__Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_desc__Retail sale via mail order houses or via Internet,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"isic_desc__Retail trade, except of motor vehicles and motorcycles",wide_categorical,binary,isic_desc,int8,1.0,0.006048387096774193,0.006017870512027605,0.0,1.0
isic_desc__Security and investigation activities,wide_categorical,binary,isic_desc,int8,1.0,0.0020161290322580645,0.002014094593274957,0.0,1.0
isic_desc__Short term accommodation activities,wide_categorical,binary,isic_desc,int8,1.0,0.004032258064516129,0.004020051430617492,0.0,1.0
isic_desc__Social work activities without accommodation,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
isic_desc__Sports activities and amusement and recreation activities,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_desc__Telecommunications,wide_categorical,binary,isic_desc,int8,1.0,0.029233870967741934,0.02840788874060089,0.0,1.0
isic_desc__Travel agency activities,wide_categorical,binary,isic_desc,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
"isic_desc__Waste collection, treatment and disposal activities; materials recovery",wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_desc__Wholesale and retail trade and repair of motor vehicles and motorcycles,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_desc__Wholesale and retail trade; repair of motor vehicles and motorcycles,wide_categorical,binary,isic_desc,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"isic_desc__Wholesale trade, except of motor vehicles and motorcycles",wide_categorical,binary,isic_desc,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
isic_desc__Wired telecommunications activities,wide_categorical,binary,isic_desc,int8,1.0,0.0030241935483870967,0.0030180902314377784,0.0,1.0
isic_section__C,wide_categorical,binary,isic_section,int8,1.0,0.0030241935483870967,0.0030180902314377793,0.0,1.0
isic_section__D,wide_categorical,binary,isic_section,int8,1.0,0.009072580645161291,0.008999340841769475,0.0,1.0
isic_section__E,wide_categorical,binary,isic_section,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
isic_section__F,wide_categorical,binary,isic_section,int8,1.0,0.0030241935483870967,0.0030180902314377797,0.0,1.0
isic_section__G,wide_categorical,binary,isic_section,int8,1.0,0.01310483870967742,0.012946152468995147,0.0,1.0
isic_section__H,wide_categorical,binary,isic_section,int8,1.0,0.0030241935483870967,0.0030180902314377793,0.0,1.0
isic_section__I,wide_categorical,binary,isic_section,int8,1.0,0.009072580645161291,0.008999340841769475,0.0,1.0
isic_section__J,wide_categorical,binary,isic_section,int8,1.0,0.05040322580645161,0.04791103805214673,0.0,1.0
isic_section__K,wide_categorical,binary,isic_section,int8,1.0,0.018145161290322582,0.017833892125907365,0.0,1.0
isic_section__L,wide_categorical,binary,isic_section,int8,1.0,0.005040322580645161,0.005019978190814103,0.0,1.0
isic_section__M,wide_categorical,binary,isic_section,int8,1.0,0.010080645161290322,0.00998909540705055,0.0,1.0
isic_section__N,wide_categorical,binary,isic_section,int8,1.0,0.012096774193548387,0.011962501220663386,0.0,1.0
isic_section__O,wide_categorical,binary,isic_section,int8,1.0,0.03931451612903226,0.0378069968425507,0.0,1.0
isic_section__P,wide_categorical,binary,isic_section,int8,1.0,0.007056451612903226,0.007013728394258,0.0,1.0
isic_section__Q,wide_categorical,binary,isic_section,int8,1.0,0.011088709677419355,0.010976815533348524,0.0,1.0
isic_section__R,wide_categorical,binary,isic_section,int8,1.0,0.009072580645161291,0.008999340841769475,0.0,1.0
isic_section__S,wide_categorical,binary,isic_section,int8,1.0,0.0030241935483870967,0.0030180902314377793,0.0,1.0
legal_basis_relied_on__CONSENT,long:legal_basis_relied_on,binary,legal_basis_relied_on,float64,1.0,0.07459677419354839,0.06910175450017902,0.0,1.0
legal_basis_relied_on__CONTRACT,long:legal_basis_relied_on,binary,legal_basis_relied_on,float64,1.0,0.056451612903225805,0.053318576869242525,0.0,1.0
legal_basis_relied_on__LEGAL_OBLIGATION,long:legal_basis_relied_on,binary,legal_basis_relied_on,float64,1.0,0.03528225806451613,0.03407176686956804,0.0,1.0
legal_basis_relied_on__LEGITIMATE_INTERESTS,long:legal_basis_relied_on,binary,legal_basis_relied_on,float64,1.0,0.09475806451612903,0.08586553172097264,0.0,1.0
legal_basis_relied_on__NO_BASIS_CLAIMED,long:legal_basis_relied_on,binary,legal_basis_relied_on,float64,1.0,0.15423387096774194,0.13057741447218515,0.0,1.0
legal_basis_relied_on__PUBLIC_TASK,long:legal_basis_relied_on,binary,legal_basis_relied_on,float64,1.0,0.029233870967741934,0.028407888740600892,0.0,1.0
legal_basis_relied_on__UNCLEAR,long:legal_basis_relied_on,binary,legal_basis_relied_on,float64,1.0,0.03528225806451613,0.03407176686956804,0.0,1.0
legal_basis_relied_on__VITAL_INTERESTS,long:legal_basis_relied_on,binary,legal_basis_relied_on,float64,1.0,0.004032258064516129,0.004020051430617492,0.0,1.0
li_test_outcome__DATA_SUBJECT_INTERESTS_PREVAIL,long:li_test_outcome,binary,li_test_outcome,float64,1.0,0.037298387096774195,0.03594345073402559,0.0,1.0
li_test_outcome__LEGITIMATE_INTERESTS_PREVAIL,long:li_test_outcome,binary,li_test_outcome,float64,1.0,0.006048387096774193,0.006017870512027603,0.0,1.0
li_test_outcome__NOT_APPLICABLE,long:li_test_outcome,binary,li_test_outcome,float64,1.0,0.5493951612903226,0.24780992643468638,0.0,1.0
mitigating_factors__CODES_CERTIFICATION,long:mitigating_factors,binary,mitigating_factors,float64,1.0,0.0,0.0,0.0,0.0
mitigating_factors__COMPLIANCE_PRIOR_ORDERS,long:mitigating_factors,binary,mitigating_factors,float64,1.0,0.0,0.0,0.0,0.0
mitigating_factors__COOPERATION_WITH_AUTHORITY,long:mitigating_factors,binary,mitigating_factors,float64,1.0,0.23588709677419356,0.18042625565574036,0.0,1.0
mitigating_factors__DATA_CATEGORIES_AFFECTED,long:mitigating_factors,binary,mitigating_factors,float64,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
mitigating_factors__INTENT_NEGLIGENCE,long:mitigating_factors,binary,mitigating_factors,float64,1.0,0.006048387096774193,0.006017870512027604,0.0,1.0
mitigating_factors__MANNER_BECAME_KNOWN,long:mitigating_factors,binary,mitigating_factors,float64,1.0,0.0,0.0,0.0,0.0
mitigating_factors__MITIGATION_ACTIONS,long:mitigating_factors,binary,mitigating_factors,float64,1.0,0.18044354838709678,0.1480329009472348,0.0,1.0
mitigating_factors__NATURE_GRAVITY_DURATION,long:mitigating_factors,binary,mitigating_factors,float64,1.0,0.010080645161290322,0.00998909540705055,0.0,1.0
mitigating_factors__NONE,long:mitigating_factors,binary,mitigating_factors,float64,1.0,0.3235887096774194,0.2190999235050942,0.0,1.0
mitigating_factors__OTHER_CIRCUMSTANCES,long:mitigating_factors,binary,mitigating_factors,float64,1.0,0.01310483870967742,0.012946152468995149,0.0,1.0
