feature,source,kind,origin,dtype,observed_rate,nonzero_rate,variance,min,max
q32_bases_unknown__NOT_MENTIONED,wide_categorical,binary,q32_bases_unknown,int8,1.0,0.047379032258064516,0.04517980371732691,0.0,1.0
q36_tokens,wide,numeric,q36_tokens,int64,1.0,0.9576612903225806,190.15779108752972,0.0,65.0
q41_aggrav_exclusivity_conflict,wide,numeric,q41_aggrav_exclusivity_conflict,int64,1.0,0.0,0.0,0.0,0.0
q41_aggrav_known__COOPERATION_WITH_AUTHORITY,wide_categorical,binary,q41_aggrav_known,int8,1.0,0.005040322580645161,0.005019978190814102,0.0,1.0
"q41_aggrav_known__COOPERATION_WITH_AUTHORITY,DATA_CATEGORIES_AFFECTED",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q41_aggrav_known__COOPERATION_WITH_AUTHORITY,OTHER_CIRCUMSTANCES",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q41_aggrav_known__DATA_CATEGORIES_AFFECTED,wide_categorical,binary,q41_aggrav_known,int8,1.0,0.023185483870967742,0.022670770808241928,0.0,1.0
"q41_aggrav_known__DATA_CATEGORIES_AFFECTED,MANNER_BECAME_KNOWN",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
"q41_aggrav_known__DATA_CATEGORIES_AFFECTED,OTHER_CIRCUMSTANCES",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
q41_aggrav_known__INTENT_NEGLIGENCE,wide_categorical,binary,q41_aggrav_known,int8,1.0,0.06451612903225806,0.060414700042316326,0.0,1.0
"q41_aggrav_known__INTENT_NEGLIGENCE,COOPERATION_WITH_AUTHORITY",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0030241935483870967,0.0030180902314377793,0.0,1.0
"q41_aggrav_known__INTENT_NEGLIGENCE,COOPERATION_WITH_AUTHORITY,DATA_CATEGORIES_AFFECTED",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0020161290322580645,0.002014094593274957,0.0,1.0
"q41_aggrav_known__INTENT_NEGLIGENCE,DATA_CATEGORIES_AFFECTED",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.04334677419354839,0.04150967579180365,0.0,1.0
"q41_aggrav_known__INTENT_NEGLIGENCE,DATA_CATEGORIES_AFFECTED,MANNER_BECAME_KNOWN,OTHER_CIRCUMSTANCES",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q41_aggrav_known__INTENT_NEGLIGENCE,DATA_CATEGORIES_AFFECTED,OTHER_CIRCUMSTANCES",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0030241935483870967,0.003018090231437779,0.0,1.0
"q41_aggrav_known__INTENT_NEGLIGENCE,MANNER_BECAME_KNOWN",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q41_aggrav_known__INTENT_NEGLIGENCE,MITIGATION_ACTIONS",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
"q41_aggrav_known__INTENT_NEGLIGENCE,MITIGATION_ACTIONS,COOPERATION_WITH_AUTHORITY",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.004032258064516129,0.004020051430617492,0.0,1.0
"q41_aggrav_known__INTENT_NEGLIGENCE,MITIGATION_ACTIONS,TECHNICAL_ORGANIZATIONAL_MEASURES",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q41_aggrav_known__INTENT_NEGLIGENCE,MITIGATION_ACTIONS,TECHNICAL_ORGANIZATIONAL_MEASURES,DATA_CATEGORIES_AFFECTED",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q41_aggrav_known__INTENT_NEGLIGENCE,OTHER_CIRCUMSTANCES",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0030241935483870967,0.0030180902314377797,0.0,1.0
"q41_aggrav_known__INTENT_NEGLIGENCE,PREVIOUS_INFRINGEMENTS",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.006048387096774193,0.006017870512027603,0.0,1.0
"q41_aggrav_known__INTENT_NEGLIGENCE,PREVIOUS_INFRINGEMENTS,COOPERATION_WITH_AUTHORITY",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q41_aggrav_known__INTENT_NEGLIGENCE,TECHNICAL_ORGANIZATIONAL_MEASURES",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.005040322580645161,0.005019978190814102,0.0,1.0
"q41_aggrav_known__INTENT_NEGLIGENCE,TECHNICAL_ORGANIZATIONAL_MEASURES,DATA_CATEGORIES_AFFECTED",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0020161290322580645,0.002014094593274957,0.0,1.0
"q41_aggrav_known__INTENT_NEGLIGENCE,TECHNICAL_ORGANIZATIONAL_MEASURES,DATA_CATEGORIES_AFFECTED,MANNER_BECAME_KNOWN",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q41_aggrav_known__INTENT_NEGLIGENCE,TECHNICAL_ORGANIZATIONAL_MEASURES,OTHER_CIRCUMSTANCES",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q41_aggrav_known__INTENT_NEGLIGENCE,TECHNICAL_ORGANIZATIONAL_MEASURES,PREVIOUS_INFRINGEMENTS,DATA_CATEGORIES_AFFECTED,MANNER_BECAME_KNOWN,OTHER_CIRCUMSTANCES",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q41_aggrav_known__MANNER_BECAME_KNOWN,wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q41_aggrav_known__MITIGATION_ACTIONS,TECHNICAL_ORGANIZATIONAL_MEASURES,DATA_CATEGORIES_AFFECTED",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
q41_aggrav_known__NATURE_GRAVITY_DURATION,wide_categorical,binary,q41_aggrav_known,int8,1.0,0.12399193548387097,0.10872753979362651,0.0,1.0
"q41_aggrav_known__NATURE_GRAVITY_DURATION,COOPERATION_WITH_AUTHORITY",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0030241935483870967,0.0030180902314377793,0.0,1.0
"q41_aggrav_known__NATURE_GRAVITY_DURATION,DATA_CATEGORIES_AFFECTED",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.017137096774193547,0.016860413072491132,0.0,1.0
"q41_aggrav_known__NATURE_GRAVITY_DURATION,DATA_CATEGORIES_AFFECTED,INTENT_NEGLIGENCE",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q41_aggrav_known__NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.06854838709677419,0.06391393509325867,0.0,1.0
"q41_aggrav_known__NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,COOPERATION_WITH_AUTHORITY",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.011088709677419355,0.010976815533348524,0.0,1.0
"q41_aggrav_known__NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,COOPERATION_WITH_AUTHORITY,MANNER_BECAME_KNOWN",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
"q41_aggrav_known__NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,DATA_CATEGORIES_AFFECTED",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.06451612903225806,0.060414700042316326,0.0,1.0
"q41_aggrav_known__NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,DATA_CATEGORIES_AFFECTED,MANNER_BECAME_KNOWN",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0030241935483870967,0.0030180902314377793,0.0,1.0
"q41_aggrav_known__NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,DATA_CATEGORIES_AFFECTED,MANNER_BECAME_KNOWN,OTHER_CIRCUMSTANCES",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q41_aggrav_known__NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,DATA_CATEGORIES_AFFECTED,OTHER_CIRCUMSTANCES",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
"q41_aggrav_known__NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,MANNER_BECAME_KNOWN,PREVIOUS_INFRINGEMENTS",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q41_aggrav_known__NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,MITIGATION_ACTIONS",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.005040322580645161,0.005019978190814102,0.0,1.0
"q41_aggrav_known__NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,MITIGATION_ACTIONS,COOPERATION_WITH_AUTHORITY",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
"q41_aggrav_known__NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,MITIGATION_ACTIONS,COOPERATION_WITH_AUTHORITY,DATA_CATEGORIES_AFFECTED",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q41_aggrav_known__NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,MITIGATION_ACTIONS,COOPERATION_WITH_AUTHORITY,PREVIOUS_INFRINGEMENTS",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q41_aggrav_known__NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,MITIGATION_ACTIONS,TECHNICAL_ORGANIZATIONAL_MEASURES",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
"q41_aggrav_known__NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,PREVIOUS_INFRINGEMENTS",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.016129032258064516,0.0158848995800918,0.0,1.0
"q41_aggrav_known__NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,PREVIOUS_INFRINGEMENTS,DATA_CATEGORIES_AFFECTED",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0020161290322580645,0.002014094593274958,0.0,1.0
"q41_aggrav_known__NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,PREVIOUS_INFRINGEMENTS,MANNER_BECAME_KNOWN,DATA_CATEGORIES_AFFECTED",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q41_aggrav_known__NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,TECHNICAL_ORGANIZATIONAL_MEASURES",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.005040322580645161,0.005019978190814102,0.0,1.0
"q41_aggrav_known__NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,TECHNICAL_ORGANIZATIONAL_MEASURES,DATA_CATEGORIES_AFFECTED",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0030241935483870967,0.003018090231437779,0.0,1.0
"q41_aggrav_known__NATURE_GRAVITY_DURATION,MANNER_BECAME_KNOWN",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q41_aggrav_known__NATURE_GRAVITY_DURATION,MITIGATION_ACTIONS",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q41_aggrav_known__NATURE_GRAVITY_DURATION,PREVIOUS_INFRINGEMENTS",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.008064516129032258,0.00800755183750529,0.0,1.0
"q41_aggrav_known__NATURE_GRAVITY_DURATION,TECHNICAL_ORGANIZATIONAL_MEASURES",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q41_aggrav_known__NONE,wide_categorical,binary,q41_aggrav_known,int8,1.0,0.18346774193548387,0.14995849744474465,0.0,1.0
q41_aggrav_known__OTHER_CIRCUMSTANCES,wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
q41_aggrav_known__PREVIOUS_INFRINGEMENTS,wide_categorical,binary,q41_aggrav_known,int8,1.0,0.007056451612903226,0.007013728394258001,0.0,1.0
"q41_aggrav_known__PREVIOUS_INFRINGEMENTS,DATA_CATEGORIES_AFFECTED",wide_categorical,binary,q41_aggrav_known,int8,1.0,0.0020161290322580645,0.002014094593274957,0.0,1.0
q41_aggrav_status__DISCUSSED,status,binary,q41_aggrav_status,int8,1.0,0.7318548387096774,0.19644135933075096,0.0,1.0
q41_aggrav_status__NOT_APPLICABLE,status,binary,q41_aggrav_status,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q41_aggrav_status__NOT_MENTIONED,status,binary,q41_aggrav_status,int8,1.0,0.26713709677419356,0.19597242114514501,0.0,1.0
q41_aggrav_unknown__CATEGORIES_AFFECTED,wide_categorical,binary,q41_aggrav_unknown,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
q41_aggrav_unknown__CATEGORIES_OF_DATA_AFFECTED,wide_categorical,binary,q41_aggrav_unknown,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
q41_aggrav_unknown__CONNECTION_ACTIVITY_PROCESSING,wide_categorical,binary,q41_aggrav_unknown,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
q41_aggrav_unknown__LINKING_ACTIVITY_DATA_PROCESSING,wide_categorical,binary,q41_aggrav_unknown,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
q41_aggrav_unknown__LINKING_OF_ACTIVITY_WITH_DATA_PROCESSING,wide_categorical,binary,q41_aggrav_unknown,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q41_aggrav_unknown__NO,wide_categorical,binary,q41_aggrav_unknown,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q41_aggrav_unknown__NOT_APPLICABLE,wide_categorical,binary,q41_aggrav_unknown,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q41_aggrav_unknown__NOT_DISCUSSED,wide_categorical,binary,q41_aggrav_unknown,int8,1.0,0.008064516129032258,0.008007551837505292,0.0,1.0
q42_mitig_exclusivity_conflict,wide,numeric,q42_mitig_exclusivity_conflict,int64,1.0,0.0,0.0,0.0,0.0
q42_mitig_known__COOPERATION_WITH_AUTHORITY,wide_categorical,binary,q42_mitig_known,int8,1.0,0.10483870967741936,0.09394225448390352,0.0,1.0
"q42_mitig_known__COOPERATION_WITH_AUTHORITY,MITIGATION_ACTIONS",wide_categorical,binary,q42_mitig_known,int8,1.0,0.02620967741935484,0.025548484749845377,0.0,1.0
"q42_mitig_known__COOPERATION_WITH_AUTHORITY,OTHER_CIRCUMSTANCES",wide_categorical,binary,q42_mitig_known,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
"q42_mitig_known__COOPERATION_WITH_AUTHORITY,PREVIOUS_INFRINGEMENTS",wide_categorical,binary,q42_mitig_known,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
"q42_mitig_known__COOPERATION_WITH_AUTHORITY,TECHNICAL_ORGANIZATIONAL_MEASURES",wide_categorical,binary,q42_mitig_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q42_mitig_known__INTENT_NEGLIGENCE,wide_categorical,binary,q42_mitig_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q42_mitig_known__INTENT_NEGLIGENCE,TECHNICAL_ORGANIZATIONAL_MEASURES",wide_categorical,binary,q42_mitig_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q42_mitig_known__MITIGATION_ACTIONS,wide_categorical,binary,q42_mitig_known,int8,1.0,0.05241935483870968,0.0497216887471111,0.0,1.0
"q42_mitig_known__MITIGATION_ACTIONS,COOPERATION_WITH_AUTHORITY",wide_categorical,binary,q42_mitig_known,int8,1.0,0.08870967741935484,0.080921844992025,0.0,1.0
"q42_mitig_known__MITIGATION_ACTIONS,COOPERATION_WITH_AUTHORITY,OTHER_CIRCUMSTANCES",wide_categorical,binary,q42_mitig_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q42_mitig_known__MITIGATION_ACTIONS,COOPERATION_WITH_AUTHORITY,PREVIOUS_INFRINGEMENTS",wide_categorical,binary,q42_mitig_known,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
"q42_mitig_known__MITIGATION_ACTIONS,COOPERATION_WITH_AUTHORITY,TECHNICAL_ORGANIZATIONAL_MEASURES",wide_categorical,binary,q42_mitig_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q42_mitig_known__MITIGATION_ACTIONS,INTENT_NEGLIGENCE",wide_categorical,binary,q42_mitig_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q42_mitig_known__MITIGATION_ACTIONS,PREVIOUS_INFRINGEMENTS,COOPERATION_WITH_AUTHORITY",wide_categorical,binary,q42_mitig_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q42_mitig_known__MITIGATION_ACTIONS,TECHNICAL_ORGANIZATIONAL_MEASURES",wide_categorical,binary,q42_mitig_known,int8,1.0,0.0030241935483870967,0.0030180902314377793,0.0,1.0
"q42_mitig_known__MITIGATION_ACTIONS,TECHNICAL_ORGANIZATIONAL_MEASURES,COOPERATION_WITH_AUTHORITY",wide_categorical,binary,q42_mitig_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q42_mitig_known__NATURE_GRAVITY_DURATION,wide_categorical,binary,q42_mitig_known,int8,1.0,0.0030241935483870967,0.0030180902314377793,0.0,1.0
"q42_mitig_known__NATURE_GRAVITY_DURATION,COOPERATION_WITH_AUTHORITY",wide_categorical,binary,q42_mitig_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q42_mitig_known__NATURE_GRAVITY_DURATION,COOPERATION_WITH_AUTHORITY,OTHER_CIRCUMSTANCES",wide_categorical,binary,q42_mitig_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q42_mitig_known__NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,MITIGATION_ACTIONS",wide_categorical,binary,q42_mitig_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q42_mitig_known__NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,MITIGATION_ACTIONS,PREVIOUS_INFRINGEMENTS,COOPERATION_WITH_AUTHORITY",wide_categorical,binary,q42_mitig_known,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
"q42_mitig_known__NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,PREVIOUS_INFRINGEMENTS,DATA_CATEGORIES_AFFECTED,OTHER_CIRCUMSTANCES",wide_categorical,binary,q42_mitig_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q42_mitig_known__NATURE_GRAVITY_DURATION,MITIGATION_ACTIONS,COOPERATION_WITH_AUTHORITY",wide_categorical,binary,q42_mitig_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q42_mitig_known__NATURE_GRAVITY_DURATION,PREVIOUS_INFRINGEMENTS",wide_categorical,binary,q42_mitig_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q42_mitig_known__NONE,wide_categorical,binary,q42_mitig_known,int8,1.0,0.3235887096774194,0.2190999235050942,0.0,1.0
q42_mitig_known__OTHER_CIRCUMSTANCES,wide_categorical,binary,q42_mitig_known,int8,1.0,0.006048387096774193,0.006017870512027602,0.0,1.0
q42_mitig_known__PREVIOUS_INFRINGEMENTS,wide_categorical,binary,q42_mitig_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q42_mitig_known__PREVIOUS_INFRINGEMENTS,COOPERATION_WITH_AUTHORITY",wide_categorical,binary,q42_mitig_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q42_mitig_known__PREVIOUS_INFRINGEMENTS,OTHER_CIRCUMSTANCES",wide_categorical,binary,q42_mitig_known,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
q42_mitig_status__DISCUSSED,status,binary,q42_mitig_status,int8,1.0,0.6461693548387096,0.22886523062400313,0.0,1.0
q42_mitig_status__NOT_APPLICABLE,status,binary,q42_mitig_status,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q42_mitig_status__NOT_MENTIONED,status,binary,q42_mitig_status,int8,1.0,0.3528225806451613,0.22856921975196126,0.0,1.0
q42_mitig_unknown__MERGER_ABSORPTION_AFTER_INFRINGEMENT,wide_categorical,binary,q42_mitig_unknown,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
q42_mitig_unknown__NO,wide_categorical,binary,q42_mitig_unknown,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q42_mitig_unknown__NOT_APPLICABLE,wide_categorical,binary,q42_mitig_unknown,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q42_mitig_unknown__NOT_DISCUSSED,wide_categorical,binary,q42_mitig_unknown,int8,1.0,0.008064516129032258,0.008007551837505292,0.0,1.0
q42_mitig_unknown__NOT_MENTIONED,wide_categorical,binary,q42_mitig_unknown,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q42_mitig_unknown__NO_PREVIOUS_INFRINGEMENTS,NO_DIRECT_BENEFITS,SME_STATUS",wide_categorical,binary,q42_mitig_unknown,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q42_mitig_unknown__NUMBER_OF_DATA_SUBJECTS_AFFECTED,LEVEL_OF_DAMAGE_SUFFERED",wide_categorical,binary,q42_mitig_unknown,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q46_vuln_exclusivity_conflict,wide,numeric,q46_vuln_exclusivity_conflict,int64,1.0,0.0,0.0,0.0,0.0
q46_vuln_known__CHILDREN,wide_categorical,binary,q46_vuln_known,int8,1.0,0.04334677419354839,0.04150967579180365,0.0,1.0
"q46_vuln_known__CHILDREN,EMPLOYEES",wide_categorical,binary,q46_vuln_known,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
"q46_vuln_known__CHILDREN,FINANCIALLY_VULNERABLE",wide_categorical,binary,q46_vuln_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q46_vuln_known__CHILDREN,PATIENTS",wide_categorical,binary,q46_vuln_known,int8,1.0,0.004032258064516129,0.004020051430617492,0.0,1.0
"q46_vuln_known__CHILDREN,PATIENTS,EMPLOYEES",wide_categorical,binary,q46_vuln_known,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
q46_vuln_known__ELDERLY,wide_categorical,binary,q46_vuln_known,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
"q46_vuln_known__ELDERLY,PATIENTS",wide_categorical,binary,q46_vuln_known,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
q46_vuln_known__EMPLOYEES,wide_categorical,binary,q46_vuln_known,int8,1.0,0.05846774193548387,0.05510481429640962,0.0,1.0
q46_vuln_known__FINANCIALLY_VULNERABLE,wide_categorical,binary,q46_vuln_known,int8,1.0,0.010080645161290322,0.00998909540705055,0.0,1.0
q46_vuln_known__NONE_MENTIONED,wide_categorical,binary,q46_vuln_known,int8,1.0,0.22983870967741934,0.17719149767260184,0.0,1.0
q46_vuln_known__NOT_DISCUSSED,wide_categorical,binary,q46_vuln_known,int8,1.0,0.21471774193548387,0.1687841785749162,0.0,1.0
q46_vuln_known__PATIENTS,wide_categorical,binary,q46_vuln_known,int8,1.0,0.03528225806451613,0.034071766869568046,0.0,1.0
"q46_vuln_known__PATIENTS,CHILDREN",wide_categorical,binary,q46_vuln_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q46_vuln_known__PATIENTS,EMPLOYEES",wide_categorical,binary,q46_vuln_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q46_vuln_status__DISCUSSED,status,binary,q46_vuln_status,int8,1.0,0.3800403225806452,0.23584742521402302,0.0,1.0
q46_vuln_status__NONE_MENTIONED,status,binary,q46_vuln_status,int8,1.0,0.22983870967741934,0.17719149767260184,0.0,1.0
q46_vuln_status__NOT_MENTIONED,status,binary,q46_vuln_status,int8,1.0,0.3901209677419355,0.23816668565476384,0.0,1.0
q46_vuln_unknown__NO,wide_categorical,binary,q46_vuln_unknown,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q46_vuln_unknown__REFUGEES,wide_categorical,binary,q46_vuln_unknown,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q46_vuln_unknown__VICTIMS,wide_categorical,binary,q46_vuln_unknown,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
q46_vuln_unknown__VICTIMS_OF_CRIME,wide_categorical,binary,q46_vuln_unknown,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q46_vuln_unknown__VULNERABLE_IMMIGRANTS,wide_categorical,binary,q46_vuln_unknown,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
q47_remedial_exclusivity_conflict,wide,numeric,q47_remedial_exclusivity_conflict,int64,1.0,0.0,0.0,0.0,0.0
q47_remedial_known__DPO_APPOINTMENT,wide_categorical,binary,q47_remedial_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q47_remedial_known__DPO_APPOINTMENT,POLICY_CHANGES",wide_categorical,binary,q47_remedial_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q47_remedial_known__IMMEDIATE_CESSATION,wide_categorical,binary,q47_remedial_known,int8,1.0,0.09979838709677419,0.08992932358972688,0.0,1.0
"q47_remedial_known__IMMEDIATE_CESSATION,POLICY_CHANGES",wide_categorical,binary,q47_remedial_known,int8,1.0,0.010080645161290322,0.009989095407050548,0.0,1.0
"q47_remedial_known__IMMEDIATE_CESSATION,POLICY_CHANGES,COMPENSATION_TO_SUBJECTS",wide_categorical,binary,q47_remedial_known,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
"q47_remedial_known__IMMEDIATE_CESSATION,POLICY_CHANGES,DPO_APPOINTMENT",wide_categorical,binary,q47_remedial_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q47_remedial_known__IMMEDIATE_CESSATION,POLICY_CHANGES,STAFF_TRAINING",wide_categorical,binary,q47_remedial_known,int8,1.0,0.005040322580645161,0.005019978190814103,0.0,1.0
"q47_remedial_known__IMMEDIATE_CESSATION,POLICY_CHANGES,STAFF_TRAINING,DPO_APPOINTMENT",wide_categorical,binary,q47_remedial_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
