pair_id,left_var,right_var,pair_type,level,level_order,n_available,group_n,group_pct,median,mean,median_log,mean_log,p25,p75,ratio_to_overall_median,zero_pct,missing_both,missing_left_only,missing_right_only
fine_x_breachtype,breach_type,fine_amount_eur_w,cat_num,CYBER_ATTACK,2,163,7,0.04294478527607362,225000.0,854305.7142857143,12.323860125621124,9.510723219866108,75000.0,1305000.0,15.0,0.2857142857142857,18,690,4
fine_x_breachtype,breach_type,fine_amount_eur_w,cat_num,"TECHNICAL_FAILURE,ORGANIZATIONAL_FAILURE,HUMAN_ERROR",3,163,3,0.018404907975460124,180000.0,11217666.666666687,12.100717685412471,13.276758068172448,106500.0,16810000.00000003,12.0,0.0,18,690,4
fine_x_breachtype,breach_type,fine_amount_eur_w,cat_num,TECHNICAL_FAILURE,4,163,5,0.03067484662576687,90000.0,953000.0,11.407576060361786,10.227864911214473,75000.0,600000.0,6.0,0.2,18,690,4
fine_x_breachtype,breach_type,fine_amount_eur_w,cat_num,HUMAN_ERROR,5,163,21,0.12883435582822086,35000.0,796000.0,10.463131911491967,9.119003275908833,5000.0,60000.0,2.3333333333333335,0.14285714285714285,18,690,4
fine_x_breachtype,breach_type,fine_amount_eur_w,cat_num,"ORGANIZATIONAL_FAILURE,HUMAN_ERROR",6,163,13,0.07975460122699386,21000.0,139392.3076923077,9.952325334619427,7.932631823834147,600.0,80000.0,1.4,0.23076923076923078,18,690,4
fine_x_breachtype,breach_type,fine_amount_eur_w,cat_num,"TECHNICAL_FAILURE,ORGANIZATIONAL_FAILURE",7,163,12,0.0736196319018405,17500.0,3261166.6666666716,9.759704847907528,8.97687195904363,2250.0,700000.0,1.1666666666666667,0.25,18,690,4
fine_x_breachtype,breach_type,fine_amount_eur_w,cat_num,OTHER,8,163,23,0.1411042944785276,6000.0,262052.1739130435,8.699681400989512,6.93151670281283,0.0,57000.0,0.4,0.34782608695652173,18,690,4
fine_x_breachtype,breach_type,fine_amount_eur_w,cat_num,ORGANIZATIONAL_FAILURE,9,163,24,0.147239263803681,4000.0,51020.0,8.262047008429636,6.945367803894555,0.0,44000.0,0.26666666666666666,0.2916666666666667,18,690,4
fine_x_breachtype,breach_type,fine_amount_eur_w,cat_num,"HUMAN_ERROR,ORGANIZATIONAL_FAILURE",10,163,45,0.27607361963190186,3000.0,33404.444444444445,8.006700845440367,6.573370760469614,0.0,56000.0,0.2,0.3333333333333333,18,690,4
fine_x_breachtype,breach_type,fine_amount_eur_w,cat_num,"TECHNICAL_FAILURE,SYSTEM_MALFUNCTION",11,163,5,0.03067484662576687,0.0,14800.0,0.0,4.146261483518282,0.0,18000.0,0.0,0.6,18,690,4
fine_x_subjects,subjects_notified,fine_amount_eur_w,cat_num,__overall__,0,122,122,1.0,25500.0,862855.9016393452,10.130655664020754,8.352767702976967,700.0,141750.0,1.0,0.23770491803278687,20,731,2
fine_x_subjects,subjects_notified,fine_amount_eur_w,cat_num,UNCLEAR,1,122,2,0.01639344262295082,225000.0,225000.0,12.264969163344476,12.264969163344476,187500.0,262500.0,8.823529411764707,0.0,20,731,2
fine_x_subjects,subjects_notified,fine_amount_eur_w,cat_num,YES_NOTIFIED,2,122,29,0.23770491803278687,70000.0,1714597.9310344849,11.156264806643742,8.895575713148022,0.0,400000.0,2.7450980392156863,0.27586206896551724,20,731,2
fine_x_subjects,subjects_notified,fine_amount_eur_w,cat_num,PARTIALLY_NOTIFIED,3,122,4,0.03278688524590164,16500.0,8368250.000000014,9.707027367709797,9.184829527876168,11250.0,8373500.000000014,0.6470588235294118,0.25,20,731,2
fine_x_subjects,subjects_notified,fine_amount_eur_w,cat_num,NO_NOT_NOTIFIED,4,122,87,0.7131147540983607,12000.0,248529.6551724138,9.392745258631441,8.043640317743723,800.0,72500.0,0.47058823529411764,0.22988505747126436,20,731,2
fine_x_legalbasis,legal_bases_relied,fine_amount_eur_w,cat_num,__overall__,0,710,710,1.0,2000.0,586788.1535211273,7.601402334583733,5.97545471703882,0.0,42000.0,1.0,0.4140845070422535,11,143,11
fine_x_legalbasis,legal_bases_relied,fine_amount_eur_w,cat_num,CONTRACT,1,710,65,0.09154929577464789,56000.0,86264.61538461539,10.933124826700706,9.850062382157596,24000.0,80000.0,28.0,0.09230769230769231,11,143,11
fine_x_legalbasis,legal_bases_relied,fine_amount_eur_w,cat_num,OTHER,2,710,87,0.12253521126760564,20000.0,528368.9655172414,9.903537551286169,7.734506990006073,0.0,200000.0,10.0,0.3333333333333333,11,143,11
